postcode,szzcd,district
530564,HG,19
530565,HG,19
530566,HG,19
530567,HG,19
530568,HG,19
530569,HG,19
530570,HG,19
530571,HG,19
530572,HG,19
530573,HG,19
530574,HG,19
530575,HG,19
530576,HG,19
530577,HG,19
530578,HG,19
530579,HG,19
530580,HG,19
530601,HG,19
530602,HG,19
530603,HG,19
530604,HG,19
530605,HG,19
530606,HG,19
530607,HG,19
530608,HG,19
530609,HG,19
530610,HG,19
530611,HG,19
530612,HG,19
530613,HG,19
530614,HG,19
530615,HG,19
530616,HG,19
530617,HG,19
530618,HG,19
530619,HG,19
530620,HG,19
530621,HG,19
530622,HG,19
530623,HG,19
530624,HG,19
530625,HG,19
530626,HG,19
530627,HG,19
530628,HG,19
530629,HG,19
530630,HG,19
530631,HG,19
530632,HG,19
530633,HG,19
530634,HG,19
530635,HG,19
530636,HG,19
530637,HG,19
530638,HG,19
530639,HG,19
530640,HG,19
530641,HG,19
530642,HG,19
530643,HG,19
530644,HG,19
530645,HG,19
530646,HG,19
530647,HG,19
530648,HG,19
530649,HG,19
530650,HG,19
530651,HG,19
530652,HG,19
530653,HG,19
530654,HG,19
530655,HG,19
530656,HG,19
530657,HG,19
530658,HG,19
530659,HG,19
530660,HG,19
530661,HG,19
530662,HG,19
530665,HG,19
530666,HG,19
530667,HG,19
530668,HG,19
530669,HG,19
530670,HG,19
530671,HG,19
530672,HG,19
530673,HG,19
530674,HG,19
530675,HG,19
530676,HG,19
530677,HG,19
530678,HG,19
530679,HG,19
530680,HG,19
530681,HG,19
530682,HG,19
530683,HG,19
530684,HG,19
530685,HG,19
530686,HG,19
530687,HG,19
530688,HG,19
530689,HG,19
530690,HG,19
530691,HG,19
530692,HG,19
530693,HG,19
530694,HG,19
530695,HG,19
530696,HG,19
530697,HG,19
530698,HG,19
530699,HG,19
530701,HG,19
530702,HG,19
530703,HG,19
530704,HG,19
530705,HG,19
530706,HG,19
530707,HG,19
530708,HG,19
530709,HG,19
530710,HG,19
530711,HG,19
530712,HG,19
530804,HG,19
530806,HG,19
530809,HG,19
530811,HG,19
530830,HG,19
530831,HG,19
530832,HG,19
530833,HG,19
530834,HG,19
530835,HG,19
530836,HG,19
530837,HG,19
530838,HG,19
530850,HG,19
530851,HG,19
530852,HG,19
530853,HG,19
530909,HG,19
530910,HG,19
530911,HG,19
530912,HG,19
530913,HG,19
530914,HG,19
530915,HG,19
530916,HG,19
530917,HG,19
530918,HG,19
530919,HG,19
530920,HG,19
530921,HG,19
530922,HG,19
530923,HG,19
530924,HG,19
530925,HG,19
530926,HG,19
530927,HG,19
530928,HG,19
530929,HG,19
530930,HG,19
530931,HG,19
530936,HG,19
530937,HG,19
530938,HG,19
530939,HG,19
530940,HG,19
530941,HG,19
530942,HG,19
530943,HG,19
530944,HG,19
530945,HG,19
530946,HG,19
530950,HG,19
530951,HG,19
530952,HG,19
530953,HG,19
530954,HG,19
530955,HG,19
530956,HG,19
530957,HG,19
530958,HG,19
530959,HG,19
530960,HG,19
530961,HG,19
530962,HG,19
530963,HG,19
530964,HG,19
530965,HG,19
530966,HG,19
530967,HG,19
530968,HG,19
530969,HG,19
530970,HG,19
530971,HG,19
530972,HG,19
530973,HG,19
530974,HG,19
530975,HG,19
530976,HG,19
531001,SG,19
531002,SG,19
531003,SG,19
531004,SG,19
531006,SG,19
531007,SG,19
531008,SG,19
531476,HG,19
531477,HG,19
531698,HG,19
531699,HG,19
531979,HG,19
531980,HG,19
531981,HG,19
531984,HG,19
531985,HG,19
531986,HG,19
531987,HG,19
531988,HG,19
532476,HG,19
532477,HG,19
532698,HG,19
532699,HG,19
532979,HG,19
532980,HG,19
532981,HG,19
532984,HG,19
532985,HG,19
532986,HG,19
532987,HG,19
532988,HG,19
533698,HG,19
533699,HG,19
533978,HG,19
533979,HG,19
533980,HG,19
533981,HG,19
533984,HG,19
533986,HG,19
533987,HG,19
533988,HG,19
535986,HG,19
536978,HG,19
536980,HG,19
537981,HG,19
537984,HG,19
538698,HG,19
540101,SE,19
540102,SE,19
540103,SE,19
540104,SE,19
540105,SE,19
540106,SE,19
540107,SE,19
540108,SE,19
540109,SE,19
540110,SE,19
540111,SE,19
540112,SE,19
540113,SE,19
540114,SE,19
540115,SE,19
540121,SE,19
540122,SE,19
540123,SE,19
540124,SE,19
540125,SE,19
540126,SE,19
540127,SE,19
540128,SE,19
540129,SE,19
540130,SE,19
540131,SE,19
540132,SE,19
540133,SE,19
540134,SE,19
540135,SE,19
540136,SE,19
540137,SE,19
540138,SE,19
540139,SE,19
540140,SE,19
540141,SE,19
540142,SE,19
540143,SE,19
540144,SE,19
540145,SE,19
540146,SE,19
540147,SE,19
540148,SE,19
540149,SE,19
540150,SE,19
540151,SE,19
540152,SE,19
540153,SE,19
540154,SE,19
540155,SE,19
540156,SE,19
540182,SE,19
540193,SE,19
540194,SE,19
540195,SE,19
540196,SE,19
540197,SE,19
540202,SE,19
540229,SE,19
540230,SE,19
540231,SE,19
540232,SE,19
540233,SE,19
540234,SE,19
540235,SE,19
540236,SE,19
540237,SE,19
540238,SE,19
540239,SE,19
540240,SE,19
540241,SE,19
540244,SE,19
540245,SE,19
540246,SE,19
540247,SE,19
540248,SE,19
540249,SE,19
540251,SE,19
540252,SE,19
540253,SE,19
540254,SE,19
540255,SE,19
540256,SE,19
540264,SE,19
541116,SE,19
541117,SE,19
541119,SE,19
541120,SE,19
541121,SE,19
541122,SE,19
541123,SE,19
541124,SE,19
541157,SE,19
541158,SE,19
541159,SE,19
541178,SE,19
541180,SE,19
541183,SE,19
541184,SE,19
541185,SE,19
541186,SE,19
541187,SE,19
541188,SE,19
541189,SE,19
541190,SE,19
541191,SE,19
541192,SE,19
541200,SE,19
541201,SE,19
541202,SE,19
541203,SE,19
541204,SE,19
541205,SE,19
541206,SE,19
541208,SE,19
541209,SE,19
541210,SE,19
541211,SE,19
541212,SE,19
541213,SE,19
541223,SE,19
541224,SE,19
541225,SE,19
541226,SE,19
541227,SE,19
541228,SE,19
541250,SE,19
541257,SE,19
541258,SE,19
541259,SE,19
541260,SE,19
541261,SE,19
541262,SE,19
541264,SE,19
541265,SE,19
541266,SE,19
541267,SE,19
541268,SE,19
541269,SE,19
541270,SE,19
541271,SE,19
541272,SE,19
541273,SE,19
541275,SE,19
541277,SE,19
541279,SE,19
541280,SE,19
541281,SE,19
541282,SE,19
541290,SE,19
541291,SE,19
541292,SE,19
541295,SE,19
541296,SE,19
541297,SE,19
541298,SE,19
541299,SE,19
541301,SE,19
541302,SE,19
541303,SE,19
541304,SE,19
541305,SE,19
541306,SE,19
541307,SE,19
541308,SE,19
541309,SE,19
541310,SE,19
541311,SE,19
541312,SE,19
541313,SE,19
541314,SE,19
541315,SE,19
541316,SE,19
541317,SE,19
541318,SE,19
541319,SE,19
541320,SE,19
541321,SE,19
541322,SE,19
541323,SE,19
541324,SE,19
541325,SE,19
541326,SE,19
541327,SE,19
541329,SE,19
541330,SE,19
541331,SE,19
541332,SE,19
541333,SE,19
541334,SE,19
541335,SE,19
541336,SE,19
542116,SE,19
542117,SE,19
542119,SE,19
542120,SE,19
542121,SE,19
542122,SE,19
542123,SE,19
542124,SE,19
542157,SE,19
542158,SE,19
542178,SE,19
542180,SE,19
542183,SE,19
542184,SE,19
542185,SE,19
542186,SE,19
542187,SE,19
542188,SE,19
542189,SE,19
542190,SE,19
542191,SE,19
542192,SE,19
542301,SE,19
542302,SE,19
542303,SE,19
542304,SE,19
542305,SE,19
542306,SE,19
542307,SE,19
542308,SE,19
542309,SE,19
542310,SE,19
542311,SE,19
542312,SE,19
542313,SE,19
542314,SE,19
542315,SE,19
542316,SE,19
542317,SE,19
542318,SE,19
542319,SE,19
542320,SE,19
542321,SE,19
542322,SE,19
542323,SE,19
542324,SE,19
542325,SE,19
542326,SE,19
542327,SE,19
542329,SE,19
542330,SE,19
542331,SE,19
542332,SE,19
542333,SE,19
542334,SE,19
542335,SE,19
542336,SE,19
543116,SE,19
543117,SE,19
543119,SE,19
543120,SE,19
543121,SE,19
543122,SE,19
543123,SE,19
543124,SE,19
543157,SE,19
543158,SE,19
543178,SE,19
543180,SE,19
543183,SE,19
543184,SE,19
543185,SE,19
543186,SE,19
543188,SE,19
543189,SE,19
543192,SE,19
543201,SE,19
543202,SE,19
543203,SE,19
543204,SE,19
543205,SE,19
543206,SE,19
543207,SE,19
543209,SE,19
543210,SE,19
543211,SE,19
543212,SE,19
543223,SE,19
543224,SE,19
543225,SE,19
543226,SE,19
543227,SE,19
543228,SE,19
543250,SE,19
543257,SE,19
543258,SE,19
543259,SE,19
543260,SE,19
543261,SE,19
543262,SE,19
543264,SE,19
543265,SE,19
543266,SE,19
543268,SE,19
543269,SE,19
543271,SE,19
543272,SE,19
543273,SE,19
543275,SE,19
543277,SE,19
543279,SE,19
543282,SE,19
543290,SE,19
543291,SE,19
543295,SE,19
543296,SE,19
543298,SE,19
543299,SE,19
543301,SE,19
543302,SE,19
543303,SE,19
543305,SE,19
543306,SE,19
543307,SE,19
543308,SE,19
543309,SE,19
543311,SE,19
543313,SE,19
543314,SE,19
543315,SE,19
543316,SE,19
543317,SE,19
543318,SE,19
543319,SE,19
543320,SE,19
543321,SE,19
543322,SE,19
543323,SE,19
543324,SE,19
543325,SE,19
543326,SE,19
543327,SE,19
543331,SE,19
543332,SE,19
543333,SE,19
543334,SE,19
543335,SE,19
543336,SE,19
544119,SE,19
544121,SE,19
544122,SE,19
544123,SE,19
544157,SE,19
544158,SE,19
544178,SE,19
544180,SE,19
544183,SE,19
544185,SE,19
544186,SE,19
544188,SE,19
544200,SE,19
544201,SE,19
544203,SE,19
544204,SE,19
544206,SE,19
544207,SE,19
544211,SE,19
544223,SE,19
544224,SE,19
544227,SE,19
544250,SE,19
544258,SE,19
544260,SE,19
544261,SE,19
544262,SE,19
544264,SE,19
544265,SE,19
544268,SE,19
544269,SE,19
544272,SE,19
544273,SE,19
544275,SE,19
544277,SE,19
544291,SE,19
544298,SE,19
544301,SE,19
544302,SE,19
544305,SE,19
544307,SE,19
544309,SE,19
544311,SE,19
544313,SE,19
544314,SE,19
544317,SE,19
544318,SE,19
544320,SE,19
544324,SE,19
544326,SE,19
544333,SE,19
544336,SE,19
545118,SE,19
545122,SE,19
545123,SE,19
545203,SE,19
547207,SE,19
548264,SE,19
548265,SE,19
550101,SG,19
550102,SG,19
550103,SG,19
550104,SG,19
550105,SG,19
550106,SG,19
550107,SG,19
550108,SG,19
550109,SG,19
550110,SG,19
550111,SG,19
550112,SG,19
550113,SG,19
550114,SG,19
550115,SG,19
550116,SG,19
550117,SG,19
550118,SG,19
550119,SG,19
550120,SG,19
550121,SG,19
550122,SG,19
550123,SG,19
550124,SG,19
550125,SG,19
550126,SG,19
550127,SG,19
550135,SG,19
550136,SG,19
550137,SG,19
550138,SG,19
550139,SG,19
550140,SG,19
550141,SG,19
550142,SG,19
550143,SG,19
550144,SG,19
550145,SG,19
550146,SG,19
550147,SG,19
550148,SG,19
550151,SG,19
550152,SG,19
550153,SG,19
550154,SG,19
550201,SG,19
550202,SG,19
550203,SG,19
550204,SG,19
550205,SG,19
550206,SG,19
550207,SG,19
550208,SG,19
550209,SG,19
550210,SG,19
550211,SG,19
550212,SG,19
550213,SG,19
550214,SG,19
550215,SG,19
550216,SG,19
550217,SG,19
550218,SG,19
550219,SG,19
550220,SG,19
550221,SG,19
550222,SG,19
550223,SG,19
550224,SG,19
550225,SG,19
550226,SG,19
550227,SG,19
550228,SG,19
550229,SG,19
550230,SG,19
550231,SG,19
550232,SG,19
550233,SG,19
550234,SG,19
550235,SG,19
550236,SG,19
550237,SG,19
550238,SG,19
550239,SG,19
550240,SG,19
550241,SG,19
550242,SG,19
550243,SG,19
550244,SG,19
550245,SG,19
550246,SG,19
550253,SG,19
550254,SG,19
550255,SG,19
550256,SG,19
550257,SG,19
550258,SG,19
550261,SG,19
550262,SG,19
550263,SG,19
550301,SG,19
550302,SG,19
550303,SG,19
550304,SG,19
550305,SG,19
550306,SG,19
550307,SG,19
550308,SG,19
550309,SG,19
550310,SG,19
550311,SG,19
550312,SG,19
550313,SG,19
550314,SG,19
550315,SG,19
550316,SG,19
550317,SG,19
550318,SG,19
550319,SG,19
550321,SG,19
550322,SG,19
550323,SG,19
550324,SG,19
550325,SG,19
550326,SG,19
550327,SG,19
550328,SG,19
550329,SG,19
550330,SG,19
550331,SG,19
550332,SG,19
550333,SG,19
550334,SG,19
550335,SG,19
550401,SG,19
550402,SG,19
550403,SG,19
550404,SG,19
550405,SG,19
550406,SG,19
550407,SG,19
550408,SG,19
550409,SG,19
550410,SG,19
550411,SG,19
550412,SG,19
550413,SG,19
550414,SG,19
550415,SG,19
550416,SG,19
550417,SG,19
550418,SG,19
550419,SG,19
550420,SG,19
550421,SG,19
550422,SG,19
550423,SG,19
550424,SG,19
550425,SG,19
550426,SG,19
550427,SG,19
550500,SG,19
550501,SG,19
550502,SG,19
550503,SG,19
550504,SG,19
550505,SG,19
550506,SG,19
550507,SG,19
550508,SG,19
550509,SG,19
550510,SG,19
550511,SG,19
550512,SG,19
550514,SG,19
550515,SG,19
550516,SG,19
550517,SG,19
550518,SG,19
550519,SG,19
550520,SG,19
550521,SG,19
550522,SG,19
550523,SG,19
550524,SG,19
550525,SG,19
550526,SG,19
550527,SG,19
550528,SG,19
550529,SG,19
550530,SG,19
550531,SG,19
550532,SG,19
550533,SG,19
550534,SG,19
550535,SG,19
550536,SG,19
550537,SG,19
550538,SG,19
550539,SG,19
550540,SG,19
550541,SG,19
550542,SG,19
550543,SG,19
550544,SG,19
550545,SG,19
550546,SG,19
550547,SG,19
550548,SG,19
550549,SG,19
550550,SG,19
550551,SG,19
550552,SG,19
550553,SG,19
550554,SG,19
551223,SG,19
551232,SG,19
551234,SG,19
551236,SG,19
551506,SG,19
551535,SG,19
552506,SG,19
560101,AM,20
560102,AM,20
560103,AM,20
560104,AM,20
560105,AM,20
560106,AM,20
560107,AM,20
560108,AM,20
560109,AM,20
560110,AM,20
560111,AM,20
560112,AM,20
560113,AM,20
560114,AM,20
560115,AM,20
560116,AM,20
560117,AM,20
560118,AM,20
560119,AM,20
560120,AM,20
560121,AM,20
560122,AM,20
560123,AM,20
560124,AM,20
560125,AM,20
560126,AM,20
560127,AM,20
560128,AM,20
560129,AM,20
560130,AM,20
560131,AM,20
560132,AM,20
560133,AM,20
560134,AM,20
560150,AM,20
560151,AM,20
560152,AM,20
560153,AM,20
560154,AM,20
560155,AM,20
560156,AM,20
560157,AM,20
560158,AM,20
560159,AM,20
560163,AM,20
560170,AM,20
560171,AM,20
560172,AM,20
560173,AM,20
560174,AM,20
560175,AM,20
560176,AM,20
560177,AM,20
560178,AM,20
560179,AM,20
560180,AM,20
560181,AM,20
560182,AM,20
560201,AM,20
560202,AM,20
560203,AM,20
560204,AM,20
560205,AM,20
560206,AM,20
560207,AM,20
560208,AM,20
560209,AM,20
560210,AM,20
560211,AM,20
560212,AM,20
560213,AM,20
560214,AM,20
560215,AM,20
560216,AM,20
560217,AM,20
560218,AM,20
560219,AM,20
560220,AM,20
560221,AM,20
560222,AM,20
560223,AM,20
560224,AM,20
560225,AM,20
560226,AM,20
560229,AM,20
560230,AM,20
560231,AM,20
560232,AM,20
560233,AM,20
560234,AM,20
560235,AM,20
560244,AM,20
560245,AM,20
560246,AM,20
560247,AM,20
560248,AM,20
560249,AM,20
560253,AM,20
560254,AM,20
560255,AM,20
560256,AM,20
560257,AM,20
560258,AM,20
560259,AM,20
560301,AM,20
560302,AM,20
560303,AM,20
560304,AM,20
560305,AM,20
560306,AM,20
560311,AM,20
560312,AM,20
560313,AM,20
560314,AM,20
560317,AM,20
560318,AM,20
560319,AM,20
560320,AM,20
560321,AM,20
560322,AM,20
560323,AM,20
560324,AM,20
560325,AM,20
560326,AM,20
560327,AM,20
560328,AM,20
560329,AM,20
560330,AM,20
560331,AM,20
560332,AM,20
560333,AM,20
560334,AM,20
560335,AM,20
560336,AM,20
560337,AM,20
560338,AM,20
560339,AM,20
560340,AM,20
560343,AM,20
560344,AM,20
560345,AM,20
560346,AM,20
560347,AM,20
560348,AM,20
560350,AM,20
560351,AM,20
560352,AM,20
560353,AM,20
560354,AM,20
560401,AM,20
560402,AM,20
560403,AM,20
560404,AM,20
560405,AM,20
560406,AM,20
560407,AM,20
560408,AM,20
560411,AM,20
560412,AM,20
560413,AM,20
560414,AM,20
560415,AM,20
560416,AM,20
560417,AM,20
560418,AM,20
560419,AM,20
560420,AM,20
560421,AM,20
560422,AM,20
560423,AM,20
560424,AM,20
560425,AM,20
560426,AM,20
560427,AM,20
560428,AM,20
560429,AM,20
560430,AM,20
560431,AM,20
560432,AM,20
560433,AM,20
560434,AM,20
560435,AM,20
560436,AM,20
560437,AM,20
560438,AM,20
560439,AM,20
560440,AM,20
560441,AM,20
560442,AM,20
560443,AM,20
560444,AM,20
560445,AM,20
560446,AM,20
560447,AM,20
560448,AM,20
560449,AM,20
560450,AM,20
560451,AM,20
560452,AM,20
560453,AM,20
560456,AM,20
560457,AM,20
560458,AM,20
560459,AM,20
560460,AM,20
560461,AM,20
560462,AM,20
560463,AM,20
560464,AM,20
560465,AM,20
560466,AM,20
560467,AM,20
560468,AM,20
560469,AM,20
560470,AM,20
560471,AM,20
560472,AM,20
560473,AM,20
560474,AM,20
560475,AM,20
560476,AM,20
560501,AM,20
560502,AM,20
560503,AM,20
560504,AM,20
560505,AM,20
560506,AM,20
560507,AM,20
560508,AM,20
560509,AM,20
560510,AM,20
560511,AM,20
560512,AM,20
560513,AM,20
560520,AM,20
560521,AM,20
560522,AM,20
560523,AM,20
560524,AM,20
560529,AM,20
560530,AM,20
560531,AM,20
560532,AM,20
560533,AM,20
560534,AM,20
560535,AM,20
560536,AM,20
560537,AM,20
560538,AM,20
560539,AM,20
560540,AM,20
560541,AM,20
560542,AM,20
560543,AM,20
560544,AM,20
560545,AM,20
560546,AM,20
560547,AM,20
560548,AM,20
560549,AM,20
560550,AM,20
560551,AM,20
560552,AM,20
560553,AM,20
560554,AM,20
560555,AM,20
560556,AM,20
560557,AM,20
560558,AM,20
560559,AM,20
560560,AM,20
560561,AM,20
560562,AM,20
560563,AM,20
560564,AM,20
560565,AM,20
560570,AM,20
560571,AM,20
560572,AM,20
560573,AM,20
560575,AM,20
560576,AM,20
560577,AM,20
560578,AM,20
560584,AM,20
560585,AM,20
560586,AM,20
560587,AM,20
560601,AM,20
560602,AM,20
560603,AM,20
560604,AM,20
560605,AM,20
560606,AM,20
560607,AM,20
560608,AM,20
560609,AM,20
560610,AM,20
560611,AM,20
560612,AM,20
560613,AM,20
560614,AM,20
560615,AM,20
560616,AM,20
560617,AM,20
560618,AM,20
560619,AM,20
560620,AM,20
560621,AM,20
560622,AM,20
560623,AM,20
560624,AM,20
560625,AM,20
560626,AM,20
560627,AM,20
560629,AM,20
560630,AM,20
560631,AM,20
560632,AM,20
560633,AM,20
560634,AM,20
560635,AM,20
560636,AM,20
560637,AM,20
560638,AM,20
560639,AM,20
560640,AM,20
560641,AM,20
560642,AM,20
560643,AM,20
560644,AM,20
560645,AM,20
560646,AM,20
560647,AM,20
560648,AM,20
560649,AM,20
560650,AM,20
560702,AM,20
560704,AM,20
560705,AM,20
560709,AM,20
560710,AM,20
560713,AM,20
560714,AM,20
560716,AM,20
560720,AM,20
560721,AM,20
560722,AM,20
560725,AM,20
560727,AM,20
560728,AM,20
560729,AM,20
561104,AM,20
561253,AM,20
561307,AM,20
561308,AM,20
561310,AM,20
561588,AM,20
561596,AM,20
561700,AM,20
562226,AM,20
562307,AM,20
562308,AM,20
562309,AM,20
562310,AM,20
562315,AM,20
562316,AM,20
562588,AM,20
562596,AM,20
562700,AM,20
563307,AM,20
563310,AM,20
563315,AM,20
563588,AM,20
563596,AM,20
563700,AM,20
564588,AM,20
564596,AM,20
565226,AM,20
566226,AM,20
570022,BS,20
570023,BS,20
570024,BS,20
570025,BS,20
570026,BS,20
570101,BS,20
570102,BS,20
570103,BS,20
570104,BS,20
570105,BS,20
570106,BS,20
570107,BS,20
570108,BS,20
570109,BS,20
570110,BS,20
570111,BS,20
570112,BS,20
570113,BS,20
570114,BS,20
570115,BS,20
570116,BS,20
570117,BS,20
570118,BS,20
570119,BS,20
570120,BS,20
570121,BS,20
570122,BS,20
570123,BS,20
570124,BS,20
570125,BS,20
570126,BS,20
570127,BS,20
570128,BS,20
570129,BS,20
570130,BS,20
570131,BS,20
570132,BS,20
570133,BS,20
570134,BS,20
570135,BS,20
570136,BS,20
570137,BS,20
570138,BS,20
570139,BS,20
570140,BS,20
570141,BS,20
570142,BS,20
570143,BS,20
570144,BS,20
570145,BS,20
570146,BS,20
570147,BS,20
570148,BS,20
570149,BS,20
570150,BS,20
570151,BS,20
570152,BS,20
570153,BS,20
570154,BS,20
570155,BS,20
570156,BS,20
570157,BS,20
570158,BS,20
570159,BS,20
570160,BS,20
570161,BS,20
570162,BS,20
570163,BS,20
570164,BS,20
570165,BS,20
570166,BS,20
570167,BS,20
570168,BS,20
570169,BS,20
570170,BS,20
570171,BS,20
570172,BS,20
570173,BS,20
570174,BS,20
570175,BS,20
570176,BS,20
570177,BS,20
570178,BS,20
570179,BS,20
570180,BS,20
570181,BS,20
570182,BS,20
570183,BS,20
570184,BS,20
570185,BS,20
570186,BS,20
570187,BS,20
570188,BS,20
570189,BS,20
570190,BS,20
570191,BS,20
570192,BS,20
570193,BS,20
570194,BS,20
570195,BS,20
570196,BS,20
570197,BS,20
570201,BS,20
570202,BS,20
570203,BS,20
570204,BS,20
570205,BS,20
570206,BS,20
570207,BS,20
570208,BS,20
570209,BS,20
570210,BS,20
570211,BS,20
570212,BS,20
570213,BS,20
570214,BS,20
570215,BS,20
570216,BS,20
570217,BS,20
570218,BS,20
570219,BS,20
570220,BS,20
570221,BS,20
570222,BS,20
570223,BS,20
570224,BS,20
570225,BS,20
570226,BS,20
570227,BS,20
570228,BS,20
570229,BS,20
570230,BS,20
570231,BS,20
570232,BS,20
570233,BS,20
570234,BS,20
570235,BS,20
570236,BS,20
570237,BS,20
570238,BS,20
570239,BS,20
570240,BS,20
570241,BS,20
570242,BS,20
570243,BS,20
570244,BS,20
570245,BS,20
570246,BS,20
570247,BS,20
570248,BS,20
570249,BS,20
570250,BS,20
570251,BS,20
570252,BS,20
570253,BS,20
570254,BS,20
570255,BS,20
570256,BS,20
570257,BS,20
570258,BS,20
570259,BS,20
570260,BS,20
570261,BS,20
570262,BS,20
570263,BS,20
570264,BS,20
570265,BS,20
570266,BS,20
570267,BS,20
570268,BS,20
570269,BS,20
570270,BS,20
570271,BS,20
570272,BS,20
570278,BS,20
570281,BS,20
570285,BS,20
570286,BS,20
570287,BS,20
570288,BS,20
570289,BS,20
570290,BS,20
570291,BS,20
570292,BS,20
570293,BS,20
570301,BS,20
570302,BS,20
570303,BS,20
570304,BS,20
570305,BS,20
570306,BS,20
570307,BS,20
570308,BS,20
570309,BS,20
570310,BS,20
570311,BS,20
570312,BS,20
570313,BS,20
570314,BS,20
570315,BS,20
570317,BS,20
570318,BS,20
570319,BS,20
570401,BS,20
570402,BS,20
570403,BS,20
570404,BS,20
570405,BS,20
570406,BS,20
570407,BS,20
570408,BS,20
570441,BS,20
570442,BS,20
570443,BS,20
570444,BS,20
570445,BS,20
570446,BS,20
570447,BS,20
570448,BS,20
570449,BS,20
570450,BS,20
570451,BS,20
570452,BS,20
570453,BS,20
570454,BS,20
570455,BS,20
570501,BS,20
570502,BS,20
570503,BS,20
570506,BS,20
571150,BS,20
571273,BS,20
571275,BS,20
572152,BS,20
572273,BS,20
590002,BT,21
590003,BT,21
590004,BT,21
590005,BT,21
590006,BT,21
590007,BT,21
590008,BT,21
590009,BT,21
590010,BT,21
590011,BT,21
590012,BT,21
590013,BT,21
590014,BT,21
590015,BT,21
590016,BT,21
590017,BT,21
590018,BT,21
590019,BT,21
591501,BT,21
596717,BT,21
597592,BT,21
600020,JE,22
600021,JE,22
600022,JE,22
600023,JE,22
600024,JE,22
600025,JE,22
600030,JE,22
600031,JE,22
600032,JE,22
600033,JE,22
600034,JE,22
600035,JE,22
600036,JE,22
600037,JE,22
600038,JE,22
600039,JE,22
600040,JE,22
600041,JE,22
600043,JE,22
600044,JE,22
600045,JE,22
600046,JE,22
600047,JE,22
600048,JE,22
600049,JE,22
600050,JE,22
600051,JE,22
600052,JE,22
600053,JE,22
600054,JE,22
600060,JE,22
600062,JE,22
600063,JE,22
600064,JE,22
600065,JE,22
600101,JE,22
600102,JE,22
600103,JE,22
600104,JE,22
600105,JE,22
600106,JE,22
600107,JE,22
600108,JE,22
600109,JE,22
600110,JE,22
600111,JE,22
600112,JE,22
600113,JE,22
600114,JE,22
600115,JE,22
600116,JE,22
600201,JE,22
600202,JE,22
600203,JE,22
600204,JE,22
600205,JE,22
600206,JE,22
600207,JE,22
600208,JE,22
600209,JE,22
600210,JE,22
600211,JE,22
600212,JE,22
600213,JE,22
600214,JE,22
600215,JE,22
600216,JE,22
600217,JE,22
600218,JE,22
600219,JE,22
600220,JE,22
600221,JE,22
600222,JE,22
600223,JE,22
600224,JE,22
600225,JE,22
600226,JE,22
600227,JE,22
600228,JE,22
600229,JE,22
600230,JE,22
600231,JE,22
600232,JE,22
600233,JE,22
600234,JE,22
600235,JE,22
600236,JE,22
600237,JE,22
600238,JE,22
600239,JE,22
600240,JE,22
600241,JE,22
600242,JE,22
600243,JE,22
600244,JE,22
600245,JE,22
600246,JE,22
600247,JE,22
600248,JE,22
600249,JE,22
600250,JE,22
600251,JE,22
600252,JE,22
600253,JE,22
600256,JE,22
600257,JE,22
600258,JE,22
600259,JE,22
600260,JE,22
600261,JE,22
600262,JE,22
600263,JE,22
600264,JE,22
600265,JE,22
600266,JE,22
600267,JE,22
600268,JE,22
600269,JE,22
600270,JE,22
600271,JE,22
600272,JE,22
600273,JE,22
600274,JE,22
600275,JE,22
600276,JE,22
600277,JE,22
600278,JE,22
600279,JE,22
600280,JE,22
600281,JE,22
600282,JE,22
600283,JE,22
600284,JE,22
600301,JE,22
600302,JE,22
600303,JE,22
600304,JE,22
600305,JE,22
600306,JE,22
600307,JE,22
600308,JE,22
600309,JE,22
600310,JE,22
600311,JE,22
600312,JE,22
600313,JE,22
600314,JE,22
600315,JE,22
600316,JE,22
600317,JE,22
600318,JE,22
600319,JE,22
600320,JE,22
600321,JE,22
600322,JE,22
600323,JE,22
600324,JE,22
600325,JE,22
600326,JE,22
600327,JE,22
600328,JE,22
600329,JE,22
600330,JE,22
600331,JE,22
600332,JE,22
600333,JE,22
600334,JE,22
600335,JE,22
600336,JE,22
600337,JE,22
600338,JE,22
600339,JE,22
600340,JE,22
600341,JE,22
600343,JE,22
600345,JE,22
600346,JE,22
600348,JE,22
600349,JE,22
600351,JE,22
600352,JE,22
600371,JE,22
600372,JE,22
600373,JE,22
600374,JE,22
600401,JE,22
600402,JE,22
600403,JE,22
600404,JE,22
600405,JE,22
600406,JE,22
600407,JE,22
600408,JE,22
600409,JE,22
600410,JE,22
600411,JE,22
600412,JE,22
600413,JE,22
600414,JE,22
600415,JE,22
600416,JE,22
601215,JE,22
601217,JE,22
601219,JE,22
601221,JE,22
601223,JE,22
601225,JE,22
601285,JE,22
601286,JE,22
601287,JE,22
601288,JE,22
601318,JE,22
601322,JE,22
602285,JE,22
602286,JE,22
602287,JE,22
602288,JE,22
603285,JE,22
603286,JE,22
603287,JE,22
603288,JE,22
604285,JE,22
604286,JE,22
604287,JE,22
604288,JE,22
605288,JE,22
610063,JW,22
610064,JW,22
610065,JW,22
610066,JW,22
610111,JW,22
610112,JW,22
610113,JW,22
610114,JW,22
610115,JW,22
610116,JW,22
610117,JW,22
610118,JW,22
610119,JW,22
610120,JW,22
