"Project Name","Address","No. of Units","Area (sqm)","Type of Area","Transacted Price ($)","Unit Price ($ psm)","Unit Price ($ psf)","Contract Date","Property Type","Tenure","Completion Date","Type of Sale","Purchaser Address Indicator","Postal District","Postal Sector","Postal Code","Planning Region","Planning Area","Postal Code","latitude","longitude"
"THE CASCADIA","937 Bukit Timah Road  #09-37 ","1","132","Strata","2550000","19318","1795","2013-12-02","Condominium","Freehold","2010","Resale","HDB","21","58","589646","Central Region","Bukit Timah","589646","1.3329775462052","103.786782827004"
"THE CASCADIA","937 Bukit Timah Road  #06-36 ","1","110","Strata","1963000","17845","1658","2014-01-02","Condominium","Freehold","2010","Resale","Private","21","58","589646","Central Region","Bukit Timah","589646","1.3329775462052","103.786782827004"
"THE CASCADIA","941 Bukit Timah Road  #04-46 ","1","139","Strata","2380000","17122","1591","2013-12-03","Condominium","Freehold","2010","Resale","Private","21","58","589658","Central Region","Bukit Timah","589658","1.33343874919416","103.787203267394"
"THE CASCADIA","937 Bukit Timah Road  #09-36 ","1","110","Strata","2050000","18636","1731","2013-10-08","Condominium","Freehold","2010","Resale","Private","21","58","589646","Central Region","Bukit Timah","589646","1.3329775462052","103.786782827004"
"THE CASSANDRA","132 Pasir Panjang Road  #04-04 ","1","122","Strata","1540000","12623","1173","2013-12-30","Apartment","Freehold","2005","Resale","Private","05","11","118549","Central Region","Queenstown","118549","1.27686888005206","103.793176829014"
"THE CENTREN","1 Lorong 27 Geylang  #07-05 ","1","64","Strata","900145","14065","1307","2013-11-01","Apartment","Freehold","Uncompleted","New Sale","Private","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #02-01 ","1","69","Strata","978000","14174","1317","2013-11-18","Apartment","Freehold","Uncompleted","New Sale","Private","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #02-07 ","1","69","Strata","977643","14169","1316","2013-11-05","Apartment","Freehold","Uncompleted","New Sale","HDB","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #07-08 ","1","51","Strata","775000","15196","1412","2013-11-15","Apartment","Freehold","Uncompleted","New Sale","HDB","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #02-02 ","1","58","Strata","822824","14187","1318","2013-10-30","Apartment","Freehold","Uncompleted","New Sale","HDB","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #03-08 ","1","51","Strata","770000","15098","1403","2013-12-09","Apartment","Freehold","Uncompleted","New Sale","HDB","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #08-05 ","1","64","Strata","905000","14141","1314","2013-10-31","Apartment","Freehold","Uncompleted","New Sale","HDB","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #04-05 ","1","64","Strata","908085","14189","1318","2013-11-11","Apartment","Freehold","Uncompleted","New Sale","HDB","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #03-05 ","1","64","Strata","897389","14022","1303","2013-11-01","Apartment","Freehold","Uncompleted","New Sale","Private","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #06-05 ","1","64","Strata","899456","14054","1306","2013-11-01","Apartment","Freehold","Uncompleted","New Sale","Private","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #05-05 ","1","64","Strata","898767","14043","1305","2013-11-01","Apartment","Freehold","Uncompleted","New Sale","Private","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #04-08 ","1","51","Strata","778502","15265","1418","2013-11-28","Apartment","Freehold","Uncompleted","New Sale","HDB","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #05-08 ","1","51","Strata","779051","15276","1419","2013-11-28","Apartment","Freehold","Uncompleted","New Sale","Private","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTREN","1 Lorong 27 Geylang  #06-08 ","1","51","Strata","779600","15286","1420","2013-11-27","Apartment","Freehold","Uncompleted","New Sale","Private","14","38","388153","Central Region","Geylang","388153","1.31394049500545","103.883560951007"
"THE CENTRIO","53 Irrawaddy Road  #04-01 ","1","57","Strata","990000","17368","1614","2013-11-06","Apartment","Freehold","2009","Resale","Private","12","32","329552","Central Region","Novena","329552","1.32531433124067","103.846132850182"
"THE CENTRIS","87 Jurong West Central 3  #15-50 ","1","122","Strata","1480000","12131","1127","2013-08-28","Apartment","99 Yrs From 21/06/2006","2009","Resale","HDB","22","64","648343","West Region","Jurong West","648343","1.34005396890314","103.70575572449"
"THE CENTRIS","67 Jurong West Central 3  #11-06 ","1","87","Strata","1210000","13908","1292","2014-01-16","Apartment","99 Yrs From 21/06/2006","2009","Resale","HDB","22","64","648333","West Region","Jurong West","648333","1.33923537193792","103.705740345797"
"THE CENTRIS","87 Jurong West Central 3  #07-50 ","1","117","Strata","1508000","12889","1197","2013-08-19","Apartment","99 Yrs From 21/06/2006","2009","Resale","Private","22","64","648343","West Region","Jurong West","648343","1.34005396890314","103.70575572449"
"THE CHANCERY RESIDENCE","33E Chancery Lane  #01-10 ","1","303","Strata","2650000","8746","813","2013-12-20","Terrace House","99 Yrs From 31/01/2004","2005","Resale","Private","11","30","309555","Central Region","Novena","309555","1.32416303142395","103.838085078138"
"THE CHUAN","31 Lorong Chuan  #07-02 ","1","147","Strata","2020000","13741","1277","2013-09-13","Condominium","999 Yrs From 21/06/1877","2007","Resale","Private","19","55","556820","North East Region","Serangoon","556820","1.34988766501217","103.860451794358"
"THE CHUAN","31 Lorong Chuan  #07-01 ","1","154","Strata","2100000","13636","1267","2013-10-02","Condominium","999 Yrs From 21/06/1877","2007","Resale","Private","19","55","556820","North East Region","Serangoon","556820","1.34988766501217","103.860451794358"
"THE CHUAN","31 Lorong Chuan  #09-05 ","1","87","Strata","1378000","15839","1471","2013-10-16","Condominium","999 Yrs From 21/06/1877","2007","Resale","Private","19","55","556820","North East Region","Serangoon","556820","1.34988766501217","103.860451794358"
"THE CLEARWATER","10 Bedok Reservoir View  #05-31 ","1","126","Strata","1270000","10079","936","2013-09-27","Condominium","99 Yrs From 18/07/1997","2001","Resale","Private","16","47","479236","East Region","Bedok","479236","1.33703913827008","103.93438577626"
"THE CLEARWATER","12 Bedok Reservoir View  #09-36 ","1","111","Strata","1171100","10550","980","2013-10-31","Condominium","99 Yrs From 18/07/1997","2001","Resale","HDB","16","47","479237","East Region","Bedok","479237","1.33740093926998","103.934698549101"
"THE CLEARWATER","2 Bedok Reservoir View  #12-02 ","1","111","Strata","1150000","10360","963","2013-10-21","Condominium","99 Yrs From 18/07/1997","2001","Resale","HDB","16","47","479232","East Region","Bedok","479232","1.33798266999785","103.934391995131"
"THE CLEMENTVALE","25 Mas Kuning Terrace ","1","166","Land","2000000","12063","1121","2013-11-14","Terrace House","99 Yrs From 17/05/1997","2001","Resale","HDB","05","12","126869","West Region","Clementi","126869","1.30844355787834","103.765341622444"
"THE CLIFT","21 Mccallum Street  #16-04 ","1","49","Strata","1250000","25510","2370","2013-08-07","Apartment","99 Yrs From 28/04/2004","2011","Resale","Private","01","06","069047","Central Region","Downtown Core","069047","1.27940014286517","103.847329579585"
"THE CLIFT","21 Mccallum Street  #12-06 ","1","47","Strata","1190000","25319","2352","2013-09-02","Apartment","99 Yrs From 28/04/2004","2011","Resale","HDB","01","06","069047","Central Region","Downtown Core","069047","1.27940014286517","103.847329579585"
"THE COAST AT SENTOSA COVE","280 Ocean Drive  #06-01 ","1","262","Strata","5388000","20565","1911","2013-11-14","Condominium","99 Yrs From 11/04/2006","2009","Resale","Private","04","09","098451","Central Region","Southern Islands","098451","1.24535101792666","103.843614192553"
"THE COAST AT SENTOSA COVE","276 Ocean Drive  #03-25 ","1","262","Strata","4800000","18321","1702","2013-12-06","Condominium","99 Yrs From 11/04/2006","2009","Resale","Private","04","09","098449","Central Region","Southern Islands","098449","1.24678680293962","103.844402093607"
"THE COSMOPOLITAN","200 Kim Seng Road  #13-04 ","1","123","Strata","2750000","22358","2077","2013-11-04","Condominium","Freehold","2008","Resale","Private","09","23","239471","Central Region","Singapore River","239471","1.295781977893","103.832416192653"
"THE COSMOPOLITAN","200 Kim Seng Road  #15-04 ","1","123","Strata","2750000","22358","2077","2013-11-04","Condominium","Freehold","2008","Resale","Private","09","23","239471","Central Region","Singapore River","239471","1.295781977893","103.832416192653"
"THE COTZ","171 Telok Kurau Road  #05-05 ","1","38","Strata","608000","16000","1486","2013-08-02","Apartment","Freehold","2010","Resale","Private","15","42","423824","East Region","Bedok","423824","1.31335497671607","103.910858221208"
"THE CREEK @ BUKIT","15A Toh Tuck Road  #04-32 ","1","90","Strata","1533927","17044","1583","2013-11-25","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596199","Central Region","Bukit Timah","596199","1.33961112892621","103.769593099605"
"THE CREEK @ BUKIT","13A Toh Tuck Road  #04-18 ","1","67","Strata","1221374","18229","1694","2013-11-22","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596197","Central Region","Bukit Timah","596197","1.33995107030284","103.769731856153"
"THE CREEK @ BUKIT","15A Toh Tuck Road  #02-31 ","1","86","Strata","1427524","16599","1542","2013-12-04","Condominium","Freehold","Uncompleted","New Sale","HDB","21","59","596199","Central Region","Bukit Timah","596199","1.33961112892621","103.769593099605"
"THE CREEK @ BUKIT","13A Toh Tuck Road  #03-11 ","1","61","Strata","1065654","17470","1623","2013-11-22","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596197","Central Region","Bukit Timah","596197","1.33995107030284","103.769731856153"
"THE CREEK @ BUKIT","15 Toh Tuck Road  #02-23 ","1","69","Strata","1272000","18435","1713","2013-11-21","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596198","Central Region","Bukit Timah","596198","1.33969252554958","103.769844991361"
"THE CREEK @ BUKIT","15 Toh Tuck Road  #05-23 ","1","120","Strata","1775000","14792","1374","2014-01-07","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596198","Central Region","Bukit Timah","596198","1.33969252554958","103.769844991361"
"THE CREEK @ BUKIT","17 Toh Tuck Road  #04-37 ","1","90","Strata","1684122","18712","1738","2013-12-02","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596155","Central Region","Bukit Timah","596155","1.3393417246862","103.769779721008"
"THE CREEK @ BUKIT","13A Toh Tuck Road  #02-15 ","1","41","Strata","739116","18027","1675","2013-11-20","Condominium","Freehold","Uncompleted","New Sale","HDB","21","59","596197","Central Region","Bukit Timah","596197","1.33995107030284","103.769731856153"
"THE CREEK @ BUKIT","19A Toh Tuck Road  #02-52 ","1","104","Strata","1685482","16207","1506","2013-12-06","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596684","Central Region","Bukit Timah","596684","1.33864136027523","103.769378713366"
"THE CREEK @ BUKIT","19 Toh Tuck Road  #04-43 ","1","86","Strata","1418486","16494","1532","2013-12-10","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596683","Central Region","Bukit Timah","596683","1.33902137689857","103.769523423546"
"THE CREEK @ BUKIT","19 Toh Tuck Road  #02-43 ","1","86","Strata","1381594","16065","1492","2013-12-09","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596683","Central Region","Bukit Timah","596683","1.33902137689857","103.769523423546"
"THE CREEK @ BUKIT","13A Toh Tuck Road  #02-13 ","1","69","Strata","1174683","17024","1582","2013-12-09","Condominium","Freehold","Uncompleted","New Sale","HDB","21","59","596197","Central Region","Bukit Timah","596197","1.33995107030284","103.769731856153"
"THE CREEK @ BUKIT","19A Toh Tuck Road  #03-52 ","1","104","Strata","1778091","17097","1588","2013-12-09","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596684","Central Region","Bukit Timah","596684","1.33864136027523","103.769378713366"
"THE CREEK @ BUKIT","19A Toh Tuck Road  #01-50 ","1","176","Strata","2909184","16529","1536","2013-12-03","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596684","Central Region","Bukit Timah","596684","1.33864136027523","103.769378713366"
"THE CREEK @ BUKIT","13A Toh Tuck Road  #03-13 ","1","69","Strata","1190286","17251","1603","2013-12-04","Condominium","Freehold","Uncompleted","New Sale","HDB","21","59","596197","Central Region","Bukit Timah","596197","1.33995107030284","103.769731856153"
"THE CREEK @ BUKIT","13A Toh Tuck Road  #03-12 ","1","41","Strata","750000","18293","1699","2013-11-29","Condominium","Freehold","Uncompleted","New Sale","HDB","21","59","596197","Central Region","Bukit Timah","596197","1.33995107030284","103.769731856153"
"THE CREEK @ BUKIT","13A Toh Tuck Road  #01-13 ","1","87","Strata","1443312","16590","1541","2013-11-29","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596197","Central Region","Bukit Timah","596197","1.33995107030284","103.769731856153"
"THE CREEK @ BUKIT","15 Toh Tuck Road  #03-23 ","1","69","Strata","1296535","18790","1746","2013-12-02","Condominium","Freehold","Uncompleted","New Sale","HDB","21","59","596198","Central Region","Bukit Timah","596198","1.33969252554958","103.769844991361"
"THE CREEK @ BUKIT","15 Toh Tuck Road  #02-25 ","1","41","Strata","743000","18122","1684","2013-11-29","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596198","Central Region","Bukit Timah","596198","1.33969252554958","103.769844991361"
"THE CREEK @ BUKIT","19A Toh Tuck Road  #02-50 ","1","115","Strata","1956040","17009","1580","2013-11-29","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596684","Central Region","Bukit Timah","596684","1.33864136027523","103.769378713366"
"THE CREEK @ BUKIT","19A Toh Tuck Road  #01-51 ","1","178","Strata","2847176","15995","1486","2013-11-28","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596684","Central Region","Bukit Timah","596684","1.33864136027523","103.769378713366"
"THE CREEK @ BUKIT","19 Toh Tuck Road  #03-47 ","1","92","Strata","1665180","18100","1682","2013-11-28","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596683","Central Region","Bukit Timah","596683","1.33902137689857","103.769523423546"
"THE CREEK @ BUKIT","15A Toh Tuck Road  #04-31 ","1","86","Strata","1480674","17217","1600","2013-11-28","Condominium","Freehold","Uncompleted","New Sale","HDB","21","59","596199","Central Region","Bukit Timah","596199","1.33961112892621","103.769593099605"
"THE CREEK @ BUKIT","15 Toh Tuck Road  #04-29 ","1","67","Strata","1240120","18509","1720","2013-11-28","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596198","Central Region","Bukit Timah","596198","1.33969252554958","103.769844991361"
"THE CREEK @ BUKIT","13A Toh Tuck Road  #02-20 ","1","43","Strata","757840","17624","1637","2013-12-02","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596197","Central Region","Bukit Timah","596197","1.33995107030284","103.769731856153"
"THE CREEK @ BUKIT","19 Toh Tuck Road  #03-43 ","1","86","Strata","1406448","16354","1519","2013-11-27","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596683","Central Region","Bukit Timah","596683","1.33902137689857","103.769523423546"
"THE CREEK @ BUKIT","13 Toh Tuck Road  #03-01 ","1","61","Strata","1018200","16692","1551","2013-12-13","Condominium","Freehold","Uncompleted","New Sale","HDB","21","59","596196","Central Region","Bukit Timah","596196","1.34004658942446","103.770121496655"
"THE CREEK @ BUKIT","19A Toh Tuck Road  #03-50 ","1","115","Strata","1974610","17171","1595","2013-11-26","Condominium","Freehold","Uncompleted","New Sale","Private","21","59","596684","Central Region","Bukit Timah","596684","1.33864136027523","103.769378713366"
"THE DAIRY FARM","17 Dairy Farm Road  #09-02 ","1","140","Strata","1700000","12143","1128","2013-08-02","Condominium","Freehold","1985","Resale","HDB","23","67","679043","West Region","Bukit Panjang","679043","1.3652982817478","103.769619551831"
"THE DAIRY FARM","9 Dairy Farm Road  #01-02 ","1","141","Strata","1800000","12766","1186","2013-08-16","Condominium","Freehold","1985","Resale","Private","23","67","679038","West Region","Bukit Panjang","679038","1.36483719068123","103.769371354341"
"THE DEW","30 Bukit Batok Street 21  #15-06 ","1","112","Strata","1050000","9375","871","2013-11-25","Executive Condominium","99 Yrs From 13/12/2000","2003","Resale","HDB","23","65","659636","West Region","Bukit Batok","659636","1.34669490173901","103.755922806383"
"THE DEW","30 Bukit Batok Street 21  #11-03 ","1","129","Strata","1450000","11240","1044","2013-10-04","Executive Condominium","99 Yrs From 13/12/2000","2003","Resale","Private","23","65","659636","West Region","Bukit Batok","659636","1.34669490173901","103.755922806383"
"THE DEW","32 Bukit Batok Street 21  #11-16 ","1","112","Strata","1070000","9554","888","2013-12-26","Executive Condominium","99 Yrs From 13/12/2000","2003","Resale","Private","23","65","659637","West Region","Bukit Batok","659637","1.3462458119726","103.756178960705"
"THE EDEN AT TAMPINES","21 Tampines Street 34  #08-01 ","1","94","Strata","870000","9255","860","2013-09-11","Executive Condominium","99 Yrs From 12/09/2000","2003","Resale","Private","18","52","529232","East Region","Tampines","529232","1.35598176481585","103.959457084802"
"THE EDEN AT TAMPINES","31 Tampines Street 34  #07-33 ","1","115","Strata","1078000","9374","871","2013-10-09","Executive Condominium","99 Yrs From 12/09/2000","2003","Resale","HDB","18","52","529237","East Region","Tampines","529237","1.35508310536738","103.959598242043"
"THE EDEN AT TAMPINES","25 Tampines Street 34  #10-17 ","1","189","Strata","1550000","8201","762","2013-08-01","Executive Condominium","99 Yrs From 12/09/2000","2003","Resale","HDB","18","52","529234","East Region","Tampines","529234","1.35542920519593","103.959968937799"
"THE EDEN AT TAMPINES","23 Tampines Street 34  #02-10 ","1","94","Strata","900000","9574","889","2013-12-03","Executive Condominium","99 Yrs From 12/09/2000","2003","Resale","Private","18","52","529233","East Region","Tampines","529233","1.35561488763051","103.959596075294"
"THE EDEN AT TAMPINES","23 Tampines Street 34  #04-10 ","1","94","Strata","890000","9468","880","2013-11-08","Executive Condominium","99 Yrs From 12/09/2000","2003","Resale","HDB","18","52","529233","East Region","Tampines","529233","1.35561488763051","103.959596075294"
"THE EDEN AT TAMPINES","21 Tampines Street 34  #02-05 ","1","116","Strata","1100000","9483","881","2013-12-27","Executive Condominium","99 Yrs From 12/09/2000","2003","Resale","HDB","18","52","529232","East Region","Tampines","529232","1.35598176481585","103.959457084802"
"THE EDEN AT TAMPINES","21 Tampines Street 34  #08-04 ","1","110","Strata","1070000","9727","904","2013-09-20","Executive Condominium","99 Yrs From 12/09/2000","2003","Resale","HDB","18","52","529232","East Region","Tampines","529232","1.35598176481585","103.959457084802"
"THE EDGE ON CAIRNHILL","130 Cairnhill Road  #16-03 ","1","198","Strata","4571000","23086","2145","2013-11-28","Condominium","Freehold","2002","Resale","Private","09","22","229717","Central Region","Newton","229717","1.30883087560283","103.837130247362"
"THE ELEGANCE @ CHANGI","30 Lorong 107 Changi  #01-05 ","1","57","Strata","560000","9825","913","2013-10-11","Apartment","Freehold","2006","Resale","HDB","15","42","426446","Central Region","Geylang","426446","1.31620610986113","103.903596995207"
"THE ELYSIA","6 Mar Thoma Road  #01-04 ","1","68","Strata","800000","11765","1093","2013-09-30","Apartment","999 Yrs From 02/06/1882","2005","Resale","HDB","12","32","328688","Central Region","Kallang","328688","1.32660081573848","103.861958241819"
"THE ESPARIS","9A Pasir Ris Drive 4  #04-17 ","1","110","Strata","1000000","9091","845","2013-09-16","Executive Condominium","99 Yrs From 21/01/2002","2005","Resale","HDB","18","51","519463","East Region","Pasir Ris","519463","1.36952303157818","103.959709932752"
"THE ESPARIS","9A Pasir Ris Drive 4  #02-19 ","1","136","Strata","1100000","8088","751","2013-10-16","Executive Condominium","99 Yrs From 21/01/2002","2005","Resale","Private","18","51","519463","East Region","Pasir Ris","519463","1.36952303157818","103.959709932752"
"THE ESPIRA","128 Lorong L Telok Kurau  #04-02 ","1","98","Strata","1300000","13265","1232","2013-12-18","Apartment","Freehold","2009","Resale","Private","15","42","425563","East Region","Bedok","425563","1.31209143296704","103.914596279484"
"THE ESTA","35 Amber Gardens  #10-12 ","1","125","Strata","2030000","16240","1509","2013-09-11","Condominium","Freehold","2008","Resale","Private","15","43","439966","Central Region","Marine Parade","439966","1.30176520981513","103.89972998791"
"THE ESTA","31 Amber Gardens  #07-03 ","1","125","Strata","2050000","16400","1524","2013-11-25","Condominium","Freehold","2008","Resale","Private","15","43","439967","Central Region","Marine Parade","439967","1.30214948974883","103.900468223798"
"THE ESTA","35 Amber Gardens  #10-09 ","1","130","Strata","2080000","16000","1486","2013-10-18","Condominium","Freehold","2008","Resale","HDB","15","43","439966","Central Region","Marine Parade","439966","1.30176520981513","103.89972998791"
"THE ESTA","35 Amber Gardens  #20-09 ","1","130","Strata","2200000","16923","1572","2013-09-24","Condominium","Freehold","2008","Resale","HDB","15","43","439966","Central Region","Marine Parade","439966","1.30176520981513","103.89972998791"
"THE ESTA","39 Amber Gardens  #07-18 ","1","122","Strata","1800000","14754","1371","2013-11-27","Condominium","Freehold","2008","Resale","Private","15","43","439970","Central Region","Marine Parade","439970","1.30243513927443","103.900002691463"
"THE ESTIVA","313 Pasir Panjang Road  #02-03 ","1","93","Strata","1150000","12366","1149","2013-09-17","Apartment","Freehold","2008","Resale","HDB","05","11","117482","Central Region","Queenstown","117482","1.28783490977536","103.778343299491"
"THE ESTORIL","95 Holland Road  #05-02 ","1","194","Strata","3150000","16237","1508","2013-10-28","Apartment","Freehold","1984","Resale","Private","10","27","278539","Central Region","Bukit Timah","278539","1.31042631991778","103.802224283579"
"THE ESTUARY","99 Yishun Avenue 1  #02-38 ","1","121","Strata","1200000","9917","921","2013-08-26","Condominium","99 Yrs From 25/06/2008","2013","Sub Sale","Private","27","76","769139","North Region","Yishun","769139","1.41104826351797","103.832513245158"
"THE ESTUARY","93 Yishun Avenue 1  #01-21 ","1","134","Strata","1268888","9469","880","2014-01-08","Condominium","99 Yrs From 25/06/2008","2013","Resale","HDB","27","76","769136","North Region","Yishun","769136","1.41060424638723","103.831418798388"
"THE ESTUARY","97 Yishun Avenue 1  #03-36 ","1","113","Strata","1228000","10867","1010","2013-09-06","Condominium","99 Yrs From 25/06/2008","2013","Sub Sale","HDB","27","76","769138","North Region","Yishun","769138","1.41089990154552","103.832147431792"
"THE ESTUARY","99 Yishun Avenue 1  #05-37 ","1","135","Strata","1480000","10963","1018","2014-01-17","Condominium","99 Yrs From 25/06/2008","2013","Resale","HDB","27","76","769139","North Region","Yishun","769139","1.41104826351797","103.832513245158"
"THE ESTUARY","91 Yishun Avenue 1  #03-18 ","1","104","Strata","1140000","10962","1018","2013-08-06","Condominium","99 Yrs From 25/06/2008","2013","Sub Sale","HDB","27","76","769135","North Region","Yishun","769135","1.41075787219985","103.83108122113"
"THE ESTUARY","91 Yishun Avenue 1  #10-18 ","1","104","Strata","1138000","10942","1017","2013-10-24","Condominium","99 Yrs From 25/06/2008","2013","Resale","Private","27","76","769135","North Region","Yishun","769135","1.41075787219985","103.83108122113"
"THE ESTUARY","87 Yishun Avenue 1  #14-02 ","1","85","Strata","1150000","13529","1257","2013-08-06","Condominium","99 Yrs From 25/06/2008","2013","Sub Sale","Private","27","76","769133","North Region","Yishun","769133","1.41049618387225","103.830479628117"
"THE ESTUARY","89 Yishun Avenue 1  #16-08 ","1","122","Strata","1408000","11541","1072","2013-12-24","Condominium","99 Yrs From 25/06/2008","2013","Resale","Private","27","76","769134","North Region","Yishun","769134","1.41077555394145","103.830717569713"
"THE ESTUARY","95 Yishun Avenue 1  #08-29 ","1","86","Strata","1040000","12093","1123","2013-08-01","Condominium","99 Yrs From 25/06/2008","2013","Sub Sale","HDB","27","76","769137","North Region","Yishun","769137","1.4106489619998","103.831735167047"
"THE ESTUARY","93 Yishun Avenue 1  #08-20 ","1","122","Strata","1450000","11885","1104","2013-12-06","Condominium","99 Yrs From 25/06/2008","2013","Resale","HDB","27","76","769136","North Region","Yishun","769136","1.41060424638723","103.831418798388"
"THE ESTUARY","89 Yishun Avenue 1  #06-12 ","1","56","Strata","730000","13036","1211","2013-11-07","Condominium","99 Yrs From 25/06/2008","2013","Resale","Private","27","76","769134","North Region","Yishun","769134","1.41077555394145","103.830717569713"
"THE ESTUARY","97 Yishun Avenue 1  #09-36 ","1","113","Strata","1350000","11947","1110","2013-10-11","Condominium","99 Yrs From 25/06/2008","2013","Sub Sale","Private","27","76","769138","North Region","Yishun","769138","1.41089990154552","103.832147431792"
"THE ESTUARY","93 Yishun Avenue 1  #05-19 ","1","111","Strata","1210000","10901","1013","2013-10-17","Condominium","99 Yrs From 25/06/2008","2013","Resale","HDB","27","76","769136","North Region","Yishun","769136","1.41060424638723","103.831418798388"
"THE ESTUARY","89 Yishun Avenue 1  #10-10 ","1","104","Strata","1120000","10769","1000","2013-10-01","Condominium","99 Yrs From 25/06/2008","2013","Sub Sale","Private","27","76","769134","North Region","Yishun","769134","1.41077555394145","103.830717569713"
"THE ESTUARY","97 Yishun Avenue 1  #12-35 ","1","86","Strata","1075000","12500","1161","2013-10-01","Condominium","99 Yrs From 25/06/2008","2013","Sub Sale","Private","27","76","769138","North Region","Yishun","769138","1.41089990154552","103.832147431792"
"THE FLORAVALE","218 Westwood Avenue  #02-04 ","1","130","Strata","930000","7154","665","2013-09-11","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","22","64","648351","West Region","Jurong West","648351","1.35101805555153","103.697190332841"
"THE FLORAVALE","226 Westwood Avenue  #07-18 ","1","123","Strata","950000","7724","718","2013-12-24","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","Private","22","64","648357","West Region","Jurong West","648357","1.35137818392276","103.696147144614"
"THE FLORAVALE","218 Westwood Avenue  #04-04 ","1","130","Strata","928000","7138","663","2013-11-15","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","Private","22","64","648351","West Region","Jurong West","648351","1.35101805555153","103.697190332841"
"THE FLORAVALE","226 Westwood Avenue  #12-18 ","1","123","Strata","1028888","8365","777","2013-10-08","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","22","64","648357","West Region","Jurong West","648357","1.35137818392276","103.696147144614"
"THE FLORAVALE","230 Westwood Avenue  #05-27 ","1","116","Strata","890000","7672","713","2013-12-10","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","22","64","648359","West Region","Jurong West","648359","1.35100923061118","103.695608512258"
"THE FLORAVALE","224 Westwood Avenue  #03-13 ","1","123","Strata","900000","7317","680","2013-10-02","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","22","64","648356","West Region","Jurong West","648356","1.35106923113124","103.696526412128"
"THE FLORAVALE","232 Westwood Avenue  #07-29 ","1","115","Strata","920000","8000","743","2013-09-13","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","22","64","648360","West Region","Jurong West","648360","1.35084127805557","103.69584818763"
"THE FLORAVALE","240 Westwood Avenue  #04-47 ","1","123","Strata","920000","7480","695","2013-12-05","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","22","64","648364","West Region","Jurong West","648364","1.35050578472483","103.696781386859"
"THE FLORAVALE","240 Westwood Avenue  #06-45 ","1","114","Strata","945000","8289","770","2013-10-07","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","22","64","648364","West Region","Jurong West","648364","1.35050578472483","103.696781386859"
