"Project Name","Address","No. of Units","Area (sqm)","Type of Area","Transacted Price ($)","Unit Price ($ psm)","Unit Price ($ psf)","Contract Date","Property Type","Tenure","Completion Date","Type of Sale","Purchaser Address Indicator","Postal District","Postal Sector","Postal Code","Planning Region","Planning Area","Postal Code","latitude","longitude"
"DUO RESIDENCES","1 Fraser Street  #20-05 ","1","60","Strata","1517000","25283","2349","2013-12-13","Apartment","99 Yrs From 01/07/2011","Uncompleted","New Sale","Private","07","18","189350","Central Region","Downtown Core","189350","1.29916296000043","103.857859536562"
"E MAISON","32 Braddell Road  #04-19 ","1","62","Strata","908000","14645","1361","2013-09-02","Apartment","Freehold","Uncompleted","New Sale","HDB","13","35","359967","North East Region","Serangoon","359967","1.34410602892146","103.868701368029"
"E MAISON","32 Braddell Road  #04-25 ","1","87","Strata","1392768","16009","1487","2013-10-10","Apartment","Freehold","Uncompleted","New Sale","HDB","13","35","359967","North East Region","Serangoon","359967","1.34410602892146","103.868701368029"
"EAST COAST HILL","45 Sennett Avenue ","1","180","Land","2950000","16407","1524","2013-12-10","Terrace House","Freehold","1983","Resale","Private","16","46","467053","East Region","Bedok","467053","1.31819868846603","103.936464239081"
"EAST COAST HILL","24 Sennett Place ","1","171","Land","2850000","16628","1545","2013-08-14","Terrace House","Freehold","1983","Resale","Private","16","46","466859","East Region","Bedok","466859","1.31799200318328","103.937012767465"
"EAST COAST RESIDENCES","412 Upper East Coast Road  #01-12 ","1","95","Strata","1460000","15368","1428","2013-08-15","Apartment","Freehold","2011","Resale","Private","16","46","466488","East Region","Bedok","466488","1.31416794749161","103.939732193377"
"EAST MEADOWS","30 Tanah Merah Kechil Road  #12-05 ","1","113","Strata","1200000","10619","987","2014-01-23","Condominium","99 Yrs From 02/03/1998","2001","Resale","HDB","16","46","465558","East Region","Bedok","465558","1.32826701537056","103.944420163954"
"EAST MEADOWS","34 Tanah Merah Kechil Road  #01-32 ","1","136","Strata","1500000","11029","1025","2013-09-12","Condominium","99 Yrs From 02/03/1998","2002","Resale","Private","16","46","465560","East Region","Bedok","465560","1.32863494811473","103.944681051147"
"EAST MEADOWS","30 Tanah Merah Kechil Road  #08-04 ","1","113","Strata","1196000","10584","983","2013-12-03","Condominium","99 Yrs From 02/03/1998","2001","Resale","Private","16","46","465558","East Region","Bedok","465558","1.32826701537056","103.944420163954"
"EAST MEADOWS","32 Tanah Merah Kechil Road  #13-15 ","1","115","Strata","1056000","9183","853","2013-08-29","Condominium","99 Yrs From 02/03/1998","2002","Resale","HDB","16","46","465559","East Region","Bedok","465559","1.32929376048428","103.944215192193"
"EAST MEADOWS","34 Tanah Merah Kechil Road  #08-26 ","1","126","Strata","1398000","11095","1031","2013-09-30","Condominium","99 Yrs From 02/03/1998","2002","Resale","Private","16","46","465560","East Region","Bedok","465560","1.32863494811473","103.944681051147"
"EAST PALM","1 Palm Road  #03-01 ","1","99","Strata","1210000","12222","1135","2013-08-19","Apartment","Freehold","2004","Resale","Private","15","45","456448","East Region","Bedok","456448","1.31346561013478","103.931426528055"
"EASTBAY","1 Tay Lian Teck Road  #05-07 ","1","101","Strata","1280000","12673","1177","2013-10-02","Apartment","Freehold","2010","Resale","Private","15","45","455615","East Region","Bedok","455615","1.31287856848864","103.929259191412"
"EASTBAY","1 Tay Lian Teck Road  #05-06 ","1","160","Strata","1950000","12188","1132","2013-09-16","Apartment","Freehold","2010","Resale","Private","15","45","455615","East Region","Bedok","455615","1.31287856848864","103.929259191412"
"EASTPOINT GREEN","1 Simei Street 3  #10-13 ","1","175","Strata","1610000","9200","855","2013-12-26","Condominium","99 Yrs From 24/04/1996","1999","Resale","Private","18","52","529890","East Region","Tampines","529890","1.33954520422997","103.951022111284"
"EASTPOINT GREEN","1 Simei Street 3  #07-24 ","1","105","Strata","1045000","9952","925","2013-10-07","Condominium","99 Yrs From 24/04/1996","1999","Resale","Private","18","52","529890","East Region","Tampines","529890","1.33954520422997","103.951022111284"
"EASTPOINT GREEN","3 Simei Street 3  #01-08 ","1","84","Strata","768000","9143","849","2013-12-17","Condominium","99 Yrs From 24/04/1996","1999","Resale","HDB","18","52","529891","East Region","Tampines","529891","1.33897480974291","103.951514766519"
"EASTPOINT GREEN","5 Simei Street 3  #01-02 ","1","121","Strata","1150000","9504","883","2013-10-07","Condominium","99 Yrs From 24/04/1996","1999","Resale","Private","18","52","529892","East Region","Tampines","529892","1.33853567975894","103.950343411832"
"EASTPOINT GREEN","3 Simei Street 3  #04-16 ","1","106","Strata","1070000","10094","938","2013-08-19","Condominium","99 Yrs From 24/04/1996","1999","Resale","HDB","18","52","529891","East Region","Tampines","529891","1.33897480974291","103.951514766519"
"EASTPOINT GREEN","3 Simei Street 3  #03-09 ","1","90","Strata","920000","10222","950","2013-10-23","Condominium","99 Yrs From 24/04/1996","1999","Resale","HDB","18","52","529891","East Region","Tampines","529891","1.33897480974291","103.951514766519"
"EASTPOINT GREEN","1 Simei Street 3  #03-01 ","1","90","Strata","910000","10111","939","2013-08-16","Condominium","99 Yrs From 24/04/1996","1999","Resale","HDB","18","52","529890","East Region","Tampines","529890","1.33954520422997","103.951022111284"
"EASTVALE","35 Pasir Ris Drive 3  #06-01 ","1","112","Strata","1000000","8929","829","2013-12-23","Executive Condominium","99 Yrs From 26/06/1996","1999","Resale","HDB","18","51","519493","East Region","Pasir Ris","519493","1.37395893392391","103.953739230212"
"EASTVALE","35 Pasir Ris Drive 3  #03-04 ","1","110","Strata","1020000","9273","861","2013-10-14","Executive Condominium","99 Yrs From 26/06/1996","1999","Resale","HDB","18","51","519493","East Region","Pasir Ris","519493","1.37395893392391","103.953739230212"
"EASTWOOD CENTRE","20 Eastwood Road  #04-07 ","1","109","Strata","860000","7890","733","2013-11-11","Apartment","99 Yrs From 06/11/1995","1998","Resale","Private","16","48","486442","East Region","Bedok","486442","1.32154249847942","103.955535618257"
"EASTWOOD GREEN","10 Eastwood Road  #01-16 ","1","108","Strata","1058500","9801","911","2013-11-25","Condominium","99 Yrs From 20/06/1995","1998","Resale","Private","16","48","486364","East Region","Bedok","486364","1.32235926753275","103.954741499994"
"EASTWOOD GREEN TERRACES","3 Eastwood Green ","1","180","Land","2000000","11123","1033","2013-09-11","Terrace House","99 Yrs From 19/06/1995","1997","Resale","Private","16","48","486515","East Region","Bedok","486515","1.32249154877052","103.955416981348"
"EASTWOOD REGENCY","42 Eastwood Road  #03-11 ","1","46","Strata","715000","15543","1444","2013-12-04","Apartment","Freehold","2010","Resale","HDB","16","48","486398","East Region","Bedok","486398","1.32152105256708","103.957902829866"
"EASTWOOD REGENCY","42 Eastwood Road  #04-09 ","1","39","Strata","610000","15641","1453","2013-11-04","Apartment","Freehold","2010","Resale","HDB","16","48","486398","East Region","Bedok","486398","1.32152105256708","103.957902829866"
"EASTWOOD VILLE","19 Eastwood Terrace ","1","183","Land","2000000","10935","1016","2013-12-20","Terrace House","99 Yrs From 10/04/1995","1999","Resale","Private","16","48","486489","East Region","Bedok","486489","1.32188202891847","103.956659263568"
"EBONY MANSIONS","30 Lorong M Telok Kurau  #04-03 ","1","111","Strata","1260000","11351","1055","2013-08-23","Apartment","Freehold","1995","Resale","Private","15","42","425312","East Region","Bedok","425312","1.3101270059891","103.910401565243"
"ECHELON","9 Alexandra View  #05-08 ","1","146","Strata","2385100","16336","1518","2013-08-15","Condominium","99 Yrs From 06/03/2012","Uncompleted","New Sale","Private","03","15","158742","Central Region","Bukit Merah","158742","1.29060694524433","103.817866920252"
"ECHELON","9 Alexandra View  #22-08 ","1","146","Strata","2517700","17245","1602","2013-08-20","Condominium","99 Yrs From 06/03/2012","Uncompleted","New Sale","HDB","03","15","158742","Central Region","Bukit Merah","158742","1.29060694524433","103.817866920252"
"ECHELON","9 Alexandra View  #18-08 ","1","146","Strata","2404510","16469","1530","2013-08-05","Condominium","99 Yrs From 06/03/2012","Uncompleted","New Sale","Private","03","15","158742","Central Region","Bukit Merah","158742","1.29060694524433","103.817866920252"
"ECO","211 Bedok South Avenue 3 ","1","311","Strata","4268200","13724","1275","2013-11-08","Terrace House","99 Yrs From 14/05/2012","Uncompleted","New Sale","Private","16","46","469306","East Region","Bedok","469306","1.32392711771776","103.945304840063"
"ECO","275 Bedok South Avenue 3  #12-26 ","1","57","Strata","970000","17018","1581","2013-10-08","Condominium","99 Yrs From 14/05/2012","Uncompleted","New Sale","Private","16","46","465491","East Region","Bedok","465491","1.3235745996987","103.944707763598"
"ECO","275 Bedok South Avenue 3  #06-25 ","1","64","Strata","1058740","16543","1537","2013-12-16","Condominium","99 Yrs From 14/05/2012","Uncompleted","New Sale","Private","16","46","465491","East Region","Bedok","465491","1.3235745996987","103.944707763598"
"ECO","273 Bedok South Avenue 3  #03-14 ","1","59","Strata","884290","14988","1392","2013-09-26","Condominium","99 Yrs From 14/05/2012","Uncompleted","New Sale","Private","16","46","465490","East Region","Bedok","465490","1.32389343313425","103.94462126705"
"ECO","275 Bedok South Avenue 3  #02-24 ","1","59","Strata","885883","15015","1395","2013-08-13","Condominium","99 Yrs From 14/05/2012","Uncompleted","New Sale","HDB","16","46","465491","East Region","Bedok","465491","1.3235745996987","103.944707763598"
"ECO SANCTUARY","61 Chestnut Avenue  #23-07 ","1","92","Strata","1312350","14265","1325","2013-12-24","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","HDB","23","67","679522","West Region","Bukit Panjang","679522","1.3712091073573","103.776854712432"
"ECO SANCTUARY","65 Chestnut Avenue  #15-18 ","1","92","Strata","1178020","12805","1190","2013-09-25","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","HDB","23","67","679524","West Region","Bukit Panjang","679524","1.37084569136817","103.775719036825"
"ECO SANCTUARY","61 Chestnut Avenue  #17-01 ","1","47","Strata","662530","14096","1310","2013-11-12","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","HDB","23","67","679522","West Region","Bukit Panjang","679522","1.3712091073573","103.776854712432"
"ECO SANCTUARY","65 Chestnut Avenue  #04-18 ","1","92","Strata","1100520","11962","1111","2013-09-16","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","Private","23","67","679524","West Region","Bukit Panjang","679524","1.37084569136817","103.775719036825"
"ECO SANCTUARY","61 Chestnut Avenue  #07-07 ","1","92","Strata","1198690","13029","1210","2013-12-19","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","HDB","23","67","679522","West Region","Bukit Panjang","679522","1.3712091073573","103.776854712432"
"ECO SANCTUARY","61 Chestnut Avenue  #11-04 ","1","62","Strata","814780","13142","1221","2013-10-14","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","HDB","23","67","679522","West Region","Bukit Panjang","679522","1.3712091073573","103.776854712432"
"ECO SANCTUARY","61 Chestnut Avenue  #10-04 ","1","62","Strata","811300","13085","1216","2013-11-06","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","HDB","23","67","679522","West Region","Bukit Panjang","679522","1.3712091073573","103.776854712432"
"ECO SANCTUARY","61 Chestnut Avenue  #06-04 ","1","62","Strata","790400","12748","1184","2013-10-01","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","HDB","23","67","679522","West Region","Bukit Panjang","679522","1.3712091073573","103.776854712432"
"ECO SANCTUARY","61 Chestnut Avenue  #07-05 ","1","62","Strata","804330","12973","1205","2013-12-03","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","HDB","23","67","679522","West Region","Bukit Panjang","679522","1.3712091073573","103.776854712432"
"ECO SANCTUARY","61 Chestnut Avenue  #13-01 ","1","47","Strata","646690","13759","1278","2013-09-02","Condominium","99 Yrs From 25/04/2012","Uncompleted","New Sale","HDB","23","67","679522","West Region","Bukit Panjang","679522","1.3712091073573","103.776854712432"
"ECOPOLITAN","132 Punggol Walk  #04-20 ","1","98","Strata","879900","8979","834","2013-12-27","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828777","North East Region","Punggol","828777","1.40089671943499","103.896767311418"
"ECOPOLITAN","130 Punggol Walk  #05-15 ","1","141","Strata","1162600","8245","766","2013-10-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","134 Punggol Walk  #01-24 ","1","106","Strata","930600","8779","816","2014-01-17","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","134 Punggol Walk  #08-22 ","1","142","Strata","1178100","8296","771","2013-09-27","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","136 Punggol Walk  #02-27 ","1","113","Strata","976200","8639","803","2013-11-25","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","138 Punggol Walk  #09-30 ","1","113","Strata","942100","8337","775","2013-10-08","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","138 Punggol Walk  #16-30 ","1","133","Strata","984400","7402","688","2013-10-25","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","136 Punggol Walk  #09-27 ","1","113","Strata","979400","8667","805","2013-10-04","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","138 Punggol Walk  #11-30 ","1","113","Strata","947100","8381","779","2013-11-25","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","128 Punggol Walk  #11-11 ","1","127","Strata","1089200","8576","797","2013-10-04","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","136 Punggol Walk  #16-25 ","1","119","Strata","922200","7750","720","2013-11-22","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","136 Punggol Walk  #07-26 ","1","127","Strata","1083400","8531","793","2013-10-04","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","128 Punggol Walk  #14-10 ","1","127","Strata","1139500","8972","834","2013-12-27","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","126 Punggol Walk  #09-05 ","1","106","Strata","890600","8402","781","2013-09-27","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","134 Punggol Walk  #07-23 ","1","113","Strata","975400","8632","802","2013-12-12","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","132 Punggol Walk  #05-19 ","1","111","Strata","937800","8449","785","2013-10-08","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828777","North East Region","Punggol","828777","1.40089671943499","103.896767311418"
"ECOPOLITAN","130 Punggol Walk  #13-15 ","1","141","Strata","1209200","8576","797","2013-11-22","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","130 Punggol Walk  #13-14 ","1","106","Strata","902500","8514","791","2013-09-27","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","128 Punggol Walk  #16-10 ","1","151","Strata","1149100","7610","707","2013-12-12","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","124 Punggol Walk  #10-02 ","1","113","Strata","952100","8426","783","2013-09-27","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","126 Punggol Walk  #06-07 ","1","127","Strata","1098300","8648","803","2013-11-21","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","128 Punggol Walk  #06-10 ","1","127","Strata","1101400","8672","806","2013-10-04","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","126 Punggol Walk  #13-05 ","1","106","Strata","910600","8591","798","2013-11-20","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","128 Punggol Walk  #04-09 ","1","83","Strata","986400","11884","1104","2013-10-24","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","132 Punggol Walk  #01-19 ","1","111","Strata","936800","8440","784","2013-11-19","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828777","North East Region","Punggol","828777","1.40089671943499","103.896767311418"
"ECOPOLITAN","130 Punggol Walk  #11-16 ","1","111","Strata","934800","8422","782","2013-09-16","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","136 Punggol Walk  #10-25 ","1","102","Strata","894400","8769","815","2013-11-19","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","132 Punggol Walk  #11-19 ","1","111","Strata","954800","8602","799","2013-09-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828777","North East Region","Punggol","828777","1.40089671943499","103.896767311418"
"ECOPOLITAN","126 Punggol Walk  #06-08 ","1","102","Strata","845600","8290","770","2013-11-19","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","126 Punggol Walk  #15-08 ","1","102","Strata","879600","8624","801","2013-10-24","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","124 Punggol Walk  #16-04 ","1","119","Strata","907000","7622","708","2013-10-25","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","138 Punggol Walk  #15-29 ","1","83","Strata","778400","9378","871","2013-09-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","126 Punggol Walk  #14-08 ","1","102","Strata","902200","8845","822","2014-01-06","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","136 Punggol Walk  #07-27 ","1","113","Strata","975400","8632","802","2013-09-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","124 Punggol Walk  #10-03 ","1","113","Strata","952100","8426","783","2013-11-18","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","130 Punggol Walk  #08-13 ","1","98","Strata","846300","8636","802","2013-09-16","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","136 Punggol Walk  #12-25 ","1","102","Strata","898500","8809","818","2013-12-11","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","130 Punggol Walk  #10-15 ","1","141","Strata","1177600","8352","776","2013-10-07","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","134 Punggol Walk  #11-22 ","1","142","Strata","1184800","8344","775","2013-12-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","134 Punggol Walk  #10-22 ","1","142","Strata","1183100","8332","774","2013-10-14","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","132 Punggol Walk  #16-19 ","1","131","Strata","963300","7353","683","2013-10-25","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828777","North East Region","Punggol","828777","1.40089671943499","103.896767311418"
"ECOPOLITAN","126 Punggol Walk  #04-05 ","1","106","Strata","895700","8450","785","2013-10-08","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","126 Punggol Walk  #13-06 ","1","127","Strata","1095200","8624","801","2013-11-18","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","132 Punggol Walk  #08-20 ","1","98","Strata","889300","9074","843","2013-09-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828777","North East Region","Punggol","828777","1.40089671943499","103.896767311418"
"ECOPOLITAN","136 Punggol Walk  #09-26 ","1","127","Strata","1089400","8578","797","2013-11-18","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","130 Punggol Walk  #12-16 ","1","111","Strata","937800","8449","785","2013-09-16","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","126 Punggol Walk  #07-08 ","1","102","Strata","848600","8320","773","2013-11-18","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","124 Punggol Walk  #07-02 ","1","113","Strata","944100","8355","776","2013-09-27","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","136 Punggol Walk  #05-26 ","1","127","Strata","1079400","8499","790","2013-11-18","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","136 Punggol Walk  #15-25 ","1","102","Strata","910500","8926","829","2013-10-03","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","130 Punggol Walk  #11-13 ","1","98","Strata","833600","8506","790","2013-11-15","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","136 Punggol Walk  #08-28 ","1","98","Strata","844000","8612","800","2013-09-27","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","126 Punggol Walk  #05-06 ","1","127","Strata","1082200","8521","792","2014-01-21","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","126 Punggol Walk  #10-05 ","1","106","Strata","895600","8449","785","2013-10-03","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","128 Punggol Walk  #13-12 ","1","116","Strata","1013200","8734","811","2013-12-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","126 Punggol Walk  #08-06 ","1","127","Strata","1079400","8499","790","2013-09-27","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","138 Punggol Walk  #16-32 ","1","124","Strata","946800","7635","709","2013-12-23","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","124 Punggol Walk  #03-04 ","1","102","Strata","877900","8607","800","2013-09-26","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","136 Punggol Walk  #07-25 ","1","102","Strata","882900","8656","804","2013-12-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","134 Punggol Walk  #04-23 ","1","113","Strata","968500","8571","796","2013-09-12","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","128 Punggol Walk  #10-11 ","1","127","Strata","1087400","8562","795","2013-11-14","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","136 Punggol Walk  #16-26 ","1","151","Strata","1129100","7477","695","2013-09-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","128 Punggol Walk  #07-11 ","1","127","Strata","1088200","8569","796","2013-12-23","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","138 Punggol Walk  #12-29 ","1","83","Strata","743700","8960","832","2013-10-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
