postcode,subzone,district
439974,703.0,15
440001,703.0,15
440002,703.0,15
440003,703.0,15
440004,703.0,15
440005,703.0,15
440006,703.0,15
440007,703.0,15
440008,703.0,15
440012,703.0,15
440013,703.0,15
440014,703.0,15
440015,703.0,15
440016,703.0,15
440017,703.0,15
440018,703.0,15
440019,703.0,15
440020,703.0,15
440027,703.0,15
440028,703.0,15
440029,703.0,15
440030,703.0,15
440031,703.0,15
440032,703.0,15
440033,703.0,15
440034,703.0,15
440035,703.0,15
440043,703.0,15
440044,703.0,15
440045,703.0,15
440046,703.0,15
440047,703.0,15
440051,703.0,15
440052,703.0,15
440053,703.0,15
440054,703.0,15
440055,703.0,15
440057,703.0,15
440058,703.0,15
440059,703.0,15
440060,703.0,15
440061,703.0,15
440062,703.0,15
440063,703.0,15
440064,703.0,15
440065,703.0,15
440066,703.0,15
440067,703.0,15
440071,703.0,15
440072,703.0,15
440073,703.0,15
440074,703.0,15
440075,703.0,15
440076,703.0,15
440077,703.0,15
440078,703.0,15
440079,703.0,15
440080,703.0,15
440081,703.0,15
440083,703.0,15
448906,1307.0,15
448908,1307.0,15
448909,1307.0,15
449026,1307.0,15
449027,1307.0,15
449028,1307.0,15
449030,1307.0,15
449031,1307.0,15
449032,1307.0,15
449033,1307.0,15
449284,1307.0,15
449287,1307.0,15
449288,1307.0,15
449292,1307.0,15
449293,1307.0,15
449295,1307.0,15
449298,1307.0,15
449300,703.0,15
449301,703.0,15
449302,703.0,15
449305,703.0,15
449308,703.0,15
449528,702.0,15
450001,1305.0,15
450002,1305.0,15
450003,1305.0,15
450004,1305.0,15
454962,1305.0,15
455037,1305.0,15
455175,1305.0,15
455200,1305.0,15
455273,1305.0,15
455615,1305.0,15
455899,1305.0,15
456141,1305.0,15
456150,1305.0,15
456221,1305.0,15
456374,1305.0,15
456442,1305.0,15
456448,1305.0,15
457266,1305.0,15
457267,1305.0,15
457268,1305.0,15
457400,1305.0,15
457401,1305.0,15
457402,1305.0,15
457406,1305.0,15
457557,1305.0,15
457802,1305.0,15
457909,1305.0,15
457912,1305.0,15
458182,1305.0,15
458198,1305.0,15
458278,1305.0,15
458454,1305.0,15
458464,1305.0,15
458466,1305.0,15
458511,1305.0,15
458555,1305.0,15
458705,1305.0,15
458709,1305.0,15
458710,1305.0,15
458966,1305.0,15
458968,1305.0,15
458969,1305.0,15
458974,1305.0,15
459021,1305.0,15
459135,1305.0,15
459257,1305.0,15
459544,1305.0,15
459706,1305.0,15
459740,1305.0,15
460001,1306.0,16
460002,1306.0,16
460003,1306.0,16
460004,1306.0,16
460005,1306.0,16
460006,1306.0,16
460007,1306.0,16
460008,1306.0,16
460009,1306.0,16
460011,1306.0,16
460012,1306.0,16
460013,1306.0,16
460014,1306.0,16
460015,1306.0,16
460018,1306.0,16
460019,1306.0,16
460020,1306.0,16
460021,1306.0,16
460022,1306.0,16
460023,1306.0,16
460024,1306.0,16
460025,1306.0,16
460026,1306.0,16
460027,1306.0,16
460028,1306.0,16
460029,1306.0,16
460030,1306.0,16
460031,1306.0,16
460032,1306.0,16
460033,1306.0,16
460034,1306.0,16
460035,1306.0,16
460036,1306.0,16
460037,1306.0,16
460038,1306.0,16
460039,1306.0,16
460040,1306.0,16
460041,1306.0,16
460042,1306.0,16
460043,1306.0,16
460044,1306.0,16
460046,1306.0,16
460047,1306.0,16
460048,1306.0,16
460049,1306.0,16
460050,1306.0,16
460051,1306.0,16
460052,1306.0,16
460053,1306.0,16
460054,1306.0,16
460055,1306.0,16
460056,1306.0,16
460057,1306.0,16
460058,1306.0,16
460059,1306.0,16
460060,1306.0,16
460061,1306.0,16
460062,1306.0,16
460063,1306.0,16
460064,1306.0,16
460065,1306.0,16
460066,1306.0,16
460067,1306.0,16
460068,1306.0,16
460069,1306.0,16
460070,1306.0,16
460071,1306.0,16
460072,1306.0,16
460074,1306.0,16
460075,1306.0,16
460076,1306.0,16
460077,1306.0,16
460078,1306.0,16
460079,1306.0,16
460080,1306.0,16
460081,1306.0,16
460082,1306.0,16
460084,1306.0,16
460086,1306.0,16
460087,1306.0,16
460088,1306.0,16
460089,1306.0,16
460090,1306.0,16
460091,1306.0,16
460092,1306.0,16
460093,1306.0,16
460095,1306.0,16
460096,1306.0,16
460097,1306.0,16
460098,1306.0,16
460099,1306.0,16
460201,1304.0,16
460202,1304.0,16
460203,1304.0,16
460204,1304.0,16
460205,1304.0,16
460208,1304.0,16
460210,1304.0,16
460211,1304.0,16
460213,1304.0,16
460214,1304.0,16
460217,1304.0,16
460218,1304.0,16
460401,1304.0,16
460402,1304.0,16
460403,1304.0,16
460404,1304.0,16
460405,1304.0,16
460406,1304.0,16
460407,1304.0,16
460408,1304.0,16
460409,1304.0,16
460410,1304.0,16
460411,1304.0,16
460412,1304.0,16
460413,1304.0,16
460414,1304.0,16
460415,1304.0,16
460416,1304.0,16
460417,1304.0,16
460418,1304.0,16
460419,1304.0,16
460420,1304.0,16
460421,1304.0,16
460422,1304.0,16
460423,1304.0,16
460424,1304.0,16
460425,1304.0,16
460426,1304.0,16
460427,1304.0,16
460428,1304.0,16
460501,1304.0,16
460502,1304.0,16
460503,1304.0,16
460504,1304.0,16
460505,1304.0,16
460506,1304.0,16
460507,1304.0,16
460508,1304.0,16
460509,1304.0,16
460510,1304.0,16
460512,1304.0,16
460513,1304.0,16
460514,1304.0,16
460515,1304.0,16
460516,1304.0,16
460517,1304.0,16
460518,1304.0,16
460519,1304.0,16
460520,1304.0,16
460521,1304.0,16
460522,1304.0,16
460523,1304.0,16
460524,1304.0,16
460525,1304.0,16
460526,1304.0,16
460527,1304.0,16
460528,1304.0,16
460529,1304.0,16
460530,1304.0,16
460531,1304.0,16
460532,1304.0,16
460533,1304.0,16
460534,1304.0,16
460535,1304.0,16
460536,1304.0,16
460537,1304.0,16
460539,1304.0,16
460540,1304.0,16
460541,1304.0,16
460542,1304.0,16
460543,1304.0,16
460544,1304.0,16
460545,1304.0,16
460546,1304.0,16
460547,1304.0,16
460548,1304.0,16
460549,1304.0,16
460550,1304.0,16
460551,1304.0,16
460552,1304.0,16
460553,1304.0,16
460554,1304.0,16
460803,1303.0,16
460804,1303.0,16
460805,1303.0,16
461001,1303.0,16
461002,1303.0,16
461010,1303.0,16
461019,1303.0,16
461020,1303.0,16
461021,1303.0,16
461022,1303.0,16
461023,1303.0,16
461024,1303.0,16
461029,1303.0,16
461030,1303.0,16
461031,1303.0,16
461032,1303.0,16
461033,1303.0,16
461034,1303.0,16
461035,1303.0,16
461036,1303.0,16
461037,1303.0,16
461038,1303.0,16
461039,1303.0,16
461040,1303.0,16
461041,1303.0,16
461042,1303.0,16
461043,1303.0,16
461044,1303.0,16
461045,1303.0,16
461050,1303.0,16
461051,1303.0,16
461052,1303.0,16
461053,1303.0,16
461054,1303.0,16
461055,1303.0,16
461056,1303.0,16
461057,1303.0,16
461059,1303.0,16
461060,1303.0,16
461061,1303.0,16
461062,1303.0,16
461063,1303.0,16
461094,1303.0,16
461219,1304.0,16
461220,1304.0,16
461221,1304.0,16
462010,1306.0,16
462025,1306.0,16
462026,1306.0,16
462027,1306.0,16
462094,1306.0,16
462219,1304.0,16
462220,1304.0,16
462221,1304.0,16
462509,1304.0,16
463010,1306.0,16
463094,1306.0,16
463219,1304.0,16
463220,1304.0,16
463221,1304.0,16
464010,1306.0,16
464029,1306.0,16
464094,1306.0,16
464219,1304.0,16
465010,1306.0,16
465525,1304.0,16
465531,1304.0,16
465532,1304.0,16
465535,1304.0,16
465538,1304.0,16
465540,1304.0,16
465558,1304.0,16
465559,1304.0,16
465560,1304.0,16
465675,1304.0,16
465750,1304.0,16
465868,1306.0,16
465888,1306.0,16
465965,1306.0,16
466049,1306.0,16
466105,1306.0,16
466264,1306.0,16
466438,1308.0,16
466477,1308.0,16
466488,1308.0,16
466499,1308.0,16
466502,1306.0,16
466503,1306.0,16
466504,1306.0,16
466507,1306.0,16
466520,1306.0,16
466526,1306.0,16
466664,1304.0,16
466665,1304.0,16
466859,1306.0,16
467010,1303.0,16
467053,1303.0,16
467169,1306.0,16
467299,1306.0,16
467301,1306.0,16
467830,1306.0,16
467914,1306.0,16
467919,1306.0,16
468004,1306.0,16
468035,1306.0,16
468702,1308.0,16
468704,1308.0,16
468726,1308.0,16
468944,1306.0,16
469297,1306.0,16
469298,1306.0,16
469336,1306.0,16
469447,1304.0,16
469567,1306.0,16
469569,1306.0,16
469597,1306.0,16
469598,1306.0,16
469599,1306.0,16
469913,1306.0,16
469970,1306.0,16
469971,1306.0,16
469972,1306.0,16
469973,1306.0,16
469974,1306.0,16
469976,1306.0,16
469977,1306.0,16
469982,1306.0,16
469983,1306.0,16
469984,1306.0,16
469985,1306.0,16
469987,1306.0,16
469988,1306.0,16
469990,1306.0,16
469991,1306.0,16
469992,1306.0,16
470101,1301.0,16
470102,1301.0,16
470103,1301.0,16
470104,1301.0,16
470105,1301.0,16
470106,1301.0,16
470107,1301.0,16
470108,1301.0,16
470109,1301.0,16
470110,1301.0,16
470111,1301.0,16
470112,1301.0,16
470113,1301.0,16
470114,1301.0,16
470115,1301.0,16
470116,1301.0,16
470117,1301.0,16
470118,1301.0,16
470119,1301.0,16
470120,1301.0,16
470121,1301.0,16
470122,1301.0,16
470123,1301.0,16
470124,1301.0,16
470125,1301.0,16
470126,1301.0,16
470127,1301.0,16
470128,1301.0,16
470129,1301.0,16
470130,1301.0,16
470131,1301.0,16
470132,1301.0,16
470133,1301.0,16
470134,1301.0,16
470135,1301.0,16
470136,1301.0,16
470137,1301.0,16
470138,1301.0,16
470139,1301.0,16
470140,1301.0,16
470141,1301.0,16
470142,1301.0,16
470143,1301.0,16
470144,1301.0,16
470145,1301.0,16
470146,1301.0,16
470147,1301.0,16
470148,1301.0,16
470149,1301.0,16
470150,1301.0,16
470151,1301.0,16
470601,1301.0,16
470602,1301.0,16
470603,1301.0,16
470604,1301.0,16
470605,1301.0,16
470606,1301.0,16
470607,1301.0,16
470608,1301.0,16
470609,1301.0,16
470610,1301.0,16
470611,1301.0,16
470612,1301.0,16
470613,1301.0,16
470614,1301.0,16
470615,1301.0,16
470616,1301.0,16
470617,1301.0,16
470618,1301.0,16
470619,1301.0,16
470620,1301.0,16
470621,1301.0,16
470622,1301.0,16
470623,1301.0,16
470624,1301.0,16
470625,1301.0,16
470626,1301.0,16
470627,1301.0,16
470628,1301.0,16
470629,1301.0,16
470631,1301.0,16
470632,1301.0,16
470701,1302.0,16
470702,1302.0,16
470703,1302.0,16
470704,1302.0,16
470705,1302.0,16
470706,1302.0,16
470707,1302.0,16
470708,1302.0,16
470709,1302.0,16
470710,1302.0,16
470711,1302.0,16
470712,1302.0,16
470713,1302.0,16
470714,1302.0,16
470715,1302.0,16
470716,1302.0,16
470717,1302.0,16
470718,1302.0,16
470719,1302.0,16
470720,1302.0,16
470721,1302.0,16
470722,1302.0,16
470723,1302.0,16
470724,1302.0,16
470725,1302.0,16
470740,1302.0,16
470742,1302.0,16
470744,1302.0,16
470761,1302.0,16
470762,1302.0,16
470763,1302.0,16
470764,1302.0,16
470765,1302.0,16
470766,1302.0,16
470767,1302.0,16
470768,1302.0,16
470769,1302.0,16
470770,1302.0,16
470771,1302.0,16
470772,1302.0,16
470773,1302.0,16
470774,1302.0,16
471609,1301.0,16
471613,1301.0,16
472613,1301.0,16
478927,1302.0,16
478928,1302.0,16
478930,1302.0,16
478933,1302.0,16
478934,1302.0,16
478935,1302.0,16
478936,1302.0,16
479232,1302.0,16
479236,1302.0,16
479237,1302.0,16
479241,1302.0,16
479245,1302.0,16
479250,1302.0,16
479251,1302.0,16
479257,1302.0,16
479258,1302.0,16
479262,1302.0,16
486062,1304.0,16
486069,1304.0,16
486076,1304.0,16
486081,1304.0,16
486229,1304.0,16
486256,1304.0,16
486258,1304.0,16
486364,1306.0,16
486365,1306.0,16
486372,1306.0,16
486398,1306.0,16
486442,1306.0,16
486489,1306.0,16
486515,1306.0,16
486847,1805.0,16
486849,1805.0,16
486858,1805.0,16
487020,1804.0,16
487023,1804.0,16
487215,1804.0,16
488067,1804.0,16
488677,1304.0,16
488817,1306.0,16
489136,1304.0,16
489148,1304.0,16
489372,1804.0,16
489545,1804.0,16
489790,1306.0,16
500001,1501.0,17
500004,1501.0,17
500005,1501.0,17
506911,1707.0,17
506918,1707.0,17
506928,1707.0,17
506943,1707.0,17
506944,1707.0,17
506947,1707.0,17
506948,1707.0,17
506951,1707.0,17
506961,1707.0,17
507002,1707.0,17
507025,1707.0,17
507082,1707.0,17
507084,1707.0,17
507085,1707.0,17
507484,1707.0,17
507554,1707.0,17
507688,1707.0,17
507861,1707.0,17
509036,1705.0,17
509051,1705.0,17
509061,1705.0,17
509063,1705.0,17
509068,1705.0,17
509069,1705.0,17
509320,1707.0,17
509328,1707.0,17
509335,1707.0,17
509413,1705.0,17
509414,1705.0,17
509424,1705.0,17
509428,1705.0,17
509456,1705.0,17
509632,1707.0,17
509730,1707.0,17
509734,1707.0,17
509736,1707.0,17
509739,1707.0,17
509740,1707.0,17
509741,1707.0,17
509746,1707.0,17
509878,1707.0,17
510101,1704.0,18
510102,1704.0,18
510103,1704.0,18
510104,1704.0,18
510105,1704.0,18
510106,1704.0,18
510107,1704.0,18
510108,1704.0,18
510109,1704.0,18
510110,1704.0,18
510111,1704.0,18
510112,1704.0,18
510113,1704.0,18
510114,1704.0,18
510115,1704.0,18
510116,1704.0,18
510117,1704.0,18
510118,1704.0,18
510119,1704.0,18
510120,1704.0,18
510121,1704.0,18
510122,1704.0,18
510123,1704.0,18
510124,1704.0,18
510125,1704.0,18
510126,1704.0,18
510127,1704.0,18
510128,1704.0,18
510129,1704.0,18
510130,1704.0,18
510131,1704.0,18
510132,1704.0,18
510133,1704.0,18
510134,1704.0,18
510135,1704.0,18
510136,1704.0,18
510137,1704.0,18
510138,1704.0,18
510139,1704.0,18
510140,1704.0,18
510141,1704.0,18
510142,1704.0,18
510143,1704.0,18
510144,1704.0,18
510145,1704.0,18
510146,1704.0,18
510147,1704.0,18
510148,1704.0,18
510149,1704.0,18
510150,1704.0,18
510151,1704.0,18
510152,1704.0,18
510153,1704.0,18
510154,1704.0,18
510155,1704.0,18
510156,1704.0,18
510157,1704.0,18
510158,1704.0,18
510159,1704.0,18
510160,1704.0,18
510161,1704.0,18
510180,1704.0,18
510181,1704.0,18
510182,1704.0,18
510183,1704.0,18
510184,1704.0,18
510185,1704.0,18
510186,1704.0,18
510187,1704.0,18
510188,1704.0,18
510189,1704.0,18
510190,1704.0,18
510191,1704.0,18
510192,1704.0,18
510193,1704.0,18
510194,1704.0,18
510195,1704.0,18
510196,1704.0,18
510197,1704.0,18
510198,1704.0,18
510199,1704.0,18
510203,1704.0,18
510204,1704.0,18
510205,1704.0,18
510206,1704.0,18
510207,1704.0,18
510208,1704.0,18
510209,1704.0,18
510210,1704.0,18
510211,1704.0,18
510212,1704.0,18
510213,1704.0,18
510214,1704.0,18
510215,1704.0,18
510216,1704.0,18
510217,1704.0,18
510218,1704.0,18
510219,1704.0,18
510220,1704.0,18
510221,1704.0,18
510222,1704.0,18
510223,1704.0,18
510224,1704.0,18
510225,1704.0,18
510226,1704.0,18
510227,1704.0,18
510228,1704.0,18
510229,1704.0,18
510230,1704.0,18
510231,1704.0,18
510232,1704.0,18
510233,1704.0,18
510234,1704.0,18
510235,1704.0,18
510236,1704.0,18
510237,1704.0,18
510238,1704.0,18
510239,1704.0,18
510240,1704.0,18
510241,1704.0,18
510242,1704.0,18
510243,1704.0,18
510244,1704.0,18
510245,1704.0,18
510246,1704.0,18
510247,1704.0,18
510248,1704.0,18
510249,1704.0,18
510250,1704.0,18
510251,1704.0,18
510252,1704.0,18
510253,1704.0,18
510254,1704.0,18
510255,1704.0,18
510256,1704.0,18
510257,1704.0,18
510266,1704.0,18
510267,1704.0,18
510268,1704.0,18
510269,1704.0,18
510270,1704.0,18
510271,1704.0,18
510272,1704.0,18
510273,1704.0,18
510274,1704.0,18
510275,1704.0,18
510405,1704.0,18
510406,1704.0,18
510407,1704.0,18
510408,1704.0,18
510409,1704.0,18
510410,1704.0,18
510411,1704.0,18
510412,1704.0,18
510413,1704.0,18
510414,1704.0,18
510415,1704.0,18
510416,1704.0,18
510417,1704.0,18
510418,1704.0,18
510419,1704.0,18
510420,1704.0,18
510421,1704.0,18
510422,1704.0,18
510423,1704.0,18
510424,1704.0,18
510425,1704.0,18
510426,1704.0,18
510427,1704.0,18
510428,1704.0,18
510429,1704.0,18
510440,1704.0,18
510442,1704.0,18
510446,1704.0,18
510447,1704.0,18
510448,1704.0,18
510449,1704.0,18
510450,1704.0,18
510451,1704.0,18
510452,1704.0,18
510453,1704.0,18
510454,1704.0,18
510455,1704.0,18
510456,1704.0,18
510457,1704.0,18
510458,1704.0,18
510459,1704.0,18
510460,1704.0,18
510461,1704.0,18
510463,1704.0,18
510464,1704.0,18
510465,1704.0,18
510466,1704.0,18
510467,1704.0,18
510468,1704.0,18
510469,1704.0,18
510470,1704.0,18
510471,1704.0,18
510472,1704.0,18
510473,1704.0,18
510474,1704.0,18
510475,1704.0,18
510476,1704.0,18
510477,1704.0,18
510478,1704.0,18
510479,1704.0,18
510480,1704.0,18
510481,1704.0,18
510482,1704.0,18
510483,1704.0,18
510484,1704.0,18
510485,1704.0,18
510486,1704.0,18
510487,1704.0,18
510601,1702.0,18
510602,1702.0,18
510603,1702.0,18
510604,1702.0,18
510605,1702.0,18
510606,1702.0,18
510607,1702.0,18
510608,1702.0,18
510609,1702.0,18
510610,1702.0,18
510611,1702.0,18
510612,1702.0,18
510613,1702.0,18
510614,1702.0,18
510615,1702.0,18
510626,1702.0,18
510627,1702.0,18
510628,1702.0,18
510629,1702.0,18
510630,1702.0,18
510631,1702.0,18
510632,1702.0,18
510633,1702.0,18
510634,1702.0,18
510635,1702.0,18
510636,1702.0,18
510637,1702.0,18
510638,1702.0,18
510639,1702.0,18
510640,1702.0,18
510641,1702.0,18
510642,1702.0,18
510643,1702.0,18
510644,1702.0,18
510645,1702.0,18
510646,1702.0,18
510647,1702.0,18
510648,1702.0,18
510649,1702.0,18
510650,1702.0,18
510651,1702.0,18
511476,1704.0,18
518205,1703.0,18
518207,1703.0,18
518209,1703.0,18
518213,1703.0,18
518214,1703.0,18
518215,1703.0,18
518217,1703.0,18
518315,1702.0,18
518716,1702.0,18
518764,1702.0,18
518765,1702.0,18
518767,1702.0,18
518769,1702.0,18
518770,1702.0,18
519214,1702.0,18
519259,1702.0,18
519283,1702.0,18
519284,1702.0,18
519285,1702.0,18
519286,1702.0,18
519287,1702.0,18
519288,1702.0,18
519290,1702.0,18
519291,1702.0,18
519463,1704.0,18
519493,1704.0,18
519682,1702.0,18
519711,1702.0,18
519929,1702.0,18
519931,1702.0,18
519933,1702.0,18
519934,1702.0,18
519935,1702.0,18
519938,1702.0,18
519939,1702.0,18
519943,1702.0,18
519944,1702.0,18
519945,1702.0,18
519947,1702.0,18
519952,1702.0,18
519953,1702.0,18
519954,1702.0,18
519955,1702.0,18
519956,1702.0,18
519957,1702.0,18
519958,1702.0,18
519959,1702.0,18
519960,1702.0,18
519963,1702.0,18
519966,1702.0,18
520101,1804.0,18
520102,1804.0,18
520103,1804.0,18
520104,1804.0,18
520105,1804.0,18
520106,1804.0,18
520107,1804.0,18
520108,1804.0,18
520109,1804.0,18
520110,1804.0,18
520111,1804.0,18
520112,1804.0,18
520113,1804.0,18
520114,1804.0,18
520116,1804.0,18
520117,1804.0,18
520118,1804.0,18
520119,1804.0,18
520120,1804.0,18
520122,1804.0,18
520123,1804.0,18
520124,1804.0,18
520126,1804.0,18
520127,1804.0,18
520128,1804.0,18
520129,1804.0,18
520130,1804.0,18
520131,1804.0,18
520132,1804.0,18
520133,1804.0,18
520134,1804.0,18
520135,1804.0,18
520136,1804.0,18
520137,1804.0,18
520138,1804.0,18
520139,1804.0,18
520140,1804.0,18
520141,1804.0,18
520142,1804.0,18
520143,1804.0,18
520144,1804.0,18
520145,1804.0,18
520146,1804.0,18
520147,1804.0,18
520148,1804.0,18
520149,1804.0,18
520150,1804.0,18
520151,1804.0,18
520153,1804.0,18
520154,1804.0,18
520155,1804.0,18
520156,1804.0,18
520157,1804.0,18
520158,1804.0,18
520159,1804.0,18
520160,1804.0,18
520161,1804.0,18
520162,1804.0,18
520163,1804.0,18
520164,1804.0,18
520165,1804.0,18
520202,1802.0,18
520203,1802.0,18
520204,1802.0,18
520205,1802.0,18
520206,1802.0,18
520207,1802.0,18
520208,1802.0,18
520209,1802.0,18
520210,1802.0,18
520211,1802.0,18
520212,1802.0,18
520213,1802.0,18
520214,1802.0,18
520215,1802.0,18
520216,1802.0,18
520217,1802.0,18
520218,1802.0,18
520219,1802.0,18
520220,1802.0,18
520221,1802.0,18
520222,1802.0,18
520223,1802.0,18
520224,1802.0,18
520225,1802.0,18
520226,1802.0,18
520227,1802.0,18
520228,1802.0,18
520229,1802.0,18
520230,1802.0,18
520231,1802.0,18
520232,1802.0,18
520233,1802.0,18
520234,1802.0,18
520235,1802.0,18
520236,1802.0,18
520237,1802.0,18
520238,1802.0,18
520239,1802.0,18
520240,1802.0,18
520241,1802.0,18
520242,1802.0,18
520243,1802.0,18
520244,1802.0,18
520245,1802.0,18
520246,1802.0,18
520247,1802.0,18
520249,1802.0,18
520250,1802.0,18
520251,1802.0,18
520252,1802.0,18
520253,1802.0,18
520254,1802.0,18
520255,1802.0,18
520256,1802.0,18
520257,1802.0,18
520258,1802.0,18
520259,1802.0,18
520260,1802.0,18
520261,1802.0,18
520262,1802.0,18
520263,1802.0,18
520264,1802.0,18
520265,1802.0,18
520266,1802.0,18
520267,1802.0,18
520268,1802.0,18
520269,1802.0,18
520270,1802.0,18
520271,1802.0,18
520272,1802.0,18
520273,1802.0,18
520274,1802.0,18
520275,1802.0,18
520276,1802.0,18
520277,1802.0,18
520278,1802.0,18
520279,1802.0,18
520280,1802.0,18
520281,1802.0,18
520282,1802.0,18
520283,1802.0,18
520284,1802.0,18
520285,1802.0,18
520286,1802.0,18
520287,1802.0,18
520288,1802.0,18
520289,1802.0,18
520290,1802.0,18
520291,1802.0,18
520292,1802.0,18
520293,1802.0,18
520294,1802.0,18
520295,1802.0,18
520296,1802.0,18
520297,1802.0,18
520298,1802.0,18
520301,1802.0,18
520302,1802.0,18
520303,1802.0,18
520304,1802.0,18
520305,1802.0,18
520306,1802.0,18
520307,1802.0,18
520308,1802.0,18
520309,1802.0,18
520310,1802.0,18
520311,1802.0,18
520312,1802.0,18
520313,1802.0,18
520314,1802.0,18
520315,1802.0,18
520316,1802.0,18
520317,1802.0,18
520318,1802.0,18
520319,1802.0,18
520320,1802.0,18
520321,1802.0,18
520322,1802.0,18
520323,1802.0,18
520324,1802.0,18
520325,1802.0,18
520326,1802.0,18
520327,1802.0,18
520328,1802.0,18
520329,1802.0,18
520330,1802.0,18
520331,1802.0,18
520332,1802.0,18
520333,1802.0,18
520334,1802.0,18
520335,1802.0,18
520336,1802.0,18
520337,1802.0,18
520338,1802.0,18
520339,1802.0,18
520340,1802.0,18
520341,1802.0,18
520342,1802.0,18
520343,1802.0,18
520345,1802.0,18
520346,1802.0,18
520347,1802.0,18
520348,1802.0,18
520349,1802.0,18
520350,1802.0,18
520351,1802.0,18
520352,1802.0,18
520353,1802.0,18
520354,1802.0,18
520355,1802.0,18
520356,1802.0,18
520357,1802.0,18
520358,1802.0,18
520359,1802.0,18
520360,1802.0,18
520361,1802.0,18
520362,1802.0,18
520363,1802.0,18
520364,1802.0,18
520365,1802.0,18
520366,1802.0,18
520367,1802.0,18
520368,1802.0,18
520369,1802.0,18
520370,1802.0,18
520371,1802.0,18
520372,1802.0,18
520373,1802.0,18
520374,1802.0,18
520381,1802.0,18
520382,1802.0,18
520383,1802.0,18
520384,1802.0,18
520385,1802.0,18
520386,1802.0,18
520387,1802.0,18
520388,1802.0,18
520389,1802.0,18
520390,1802.0,18
520391,1802.0,18
520392,1802.0,18
520393,1802.0,18
520394,1802.0,18
520395,1802.0,18
520396,1802.0,18
520401,1802.0,18
520402,1802.0,18
520403,1802.0,18
520404,1802.0,18
520405,1802.0,18
520406,1802.0,18
520407,1802.0,18
520408,1802.0,18
520409,1802.0,18
520410,1802.0,18
520411,1802.0,18
520412,1802.0,18
520413,1802.0,18
520414,1802.0,18
520415,1802.0,18
520416,1802.0,18
520417,1802.0,18
520418,1802.0,18
520419,1802.0,18
520420,1802.0,18
520421,1802.0,18
520422,1802.0,18
520423,1802.0,18
520424,1802.0,18
520425,1802.0,18
520426,1802.0,18
520427,1802.0,18
520428,1802.0,18
520429,1802.0,18
520430,1802.0,18
520431,1802.0,18
520432,1802.0,18
520433,1802.0,18
520434,1802.0,18
520435,1802.0,18
520436,1802.0,18
520437,1802.0,18
520438,1802.0,18
520439,1802.0,18
520440,1802.0,18
520441,1802.0,18
520442,1802.0,18
520443,1802.0,18
520444,1802.0,18
520445,1802.0,18
520446,1802.0,18
520447,1802.0,18
520448,1802.0,18
520449,1802.0,18
520450,1802.0,18
520451,1802.0,18
520452,1802.0,18
520453,1802.0,18
520454,1802.0,18
520455,1802.0,18
520456,1802.0,18
520457,1802.0,18
520458,1802.0,18
520459,1802.0,18
520460,1802.0,18
520461,1802.0,18
520462,1802.0,18
520463,1802.0,18
520464,1802.0,18
520465,1802.0,18
520466,1802.0,18
520467,1802.0,18
520468,1802.0,18
520469,1802.0,18
520470,1802.0,18
520471,1802.0,18
520472,1802.0,18
520474,1802.0,18
520476,1802.0,18
520477,1802.0,18
520479,1802.0,18
520480,1802.0,18
520481,1802.0,18
520482,1802.0,18
520483,1802.0,18
520484,1802.0,18
520485,1802.0,18
520486,1802.0,18
520487,1802.0,18
520488,1802.0,18
520489,1802.0,18
520490,1802.0,18
520491,1802.0,18
520492,1802.0,18
520493,1802.0,18
520494,1802.0,18
520495,1802.0,18
520496,1802.0,18
520497,1802.0,18
520498,1802.0,18
520501,1802.0,18
520502,1802.0,18
520503,1802.0,18
520505,1802.0,18
520508,1802.0,18
520509,1802.0,18
520701,1803.0,18
520702,1803.0,18
520703,1803.0,18
520704,1803.0,18
520705,1803.0,18
520706,1803.0,18
520707,1803.0,18
520708,1803.0,18
520709,1803.0,18
520710,1803.0,18
520711,1803.0,18
520712,1803.0,18
520713,1803.0,18
520714,1803.0,18
520715,1803.0,18
520716,1803.0,18
520717,1803.0,18
520718,1803.0,18
520719,1803.0,18
520720,1803.0,18
520721,1803.0,18
520722,1803.0,18
520723,1803.0,18
520724,1803.0,18
520725,1803.0,18
520726,1803.0,18
520727,1803.0,18
520728,1803.0,18
520729,1803.0,18
520730,1803.0,18
520731,1803.0,18
520732,1803.0,18
520733,1803.0,18
520734,1803.0,18
520735,1803.0,18
520736,1803.0,18
520737,1803.0,18
520738,1803.0,18
520739,1803.0,18
520740,1803.0,18
520741,1803.0,18
520742,1803.0,18
520801,1803.0,18
520802,1803.0,18
520803,1803.0,18
520804,1803.0,18
520805,1803.0,18
520806,1803.0,18
520807,1803.0,18
520808,1803.0,18
520809,1803.0,18
520810,1803.0,18
520811,1803.0,18
520812,1803.0,18
520813,1803.0,18
520814,1803.0,18
520815,1803.0,18
520816,1803.0,18
520817,1803.0,18
520818,1803.0,18
520819,1803.0,18
520820,1803.0,18
520821,1803.0,18
520822,1803.0,18
520824,1803.0,18
520825,1803.0,18
520826,1803.0,18
520827,1803.0,18
520828,1803.0,18
520829,1803.0,18
520830,1803.0,18
520831,1803.0,18
520832,1803.0,18
520833,1803.0,18
520834,1803.0,18
520835,1803.0,18
520836,1803.0,18
520837,1803.0,18
520838,1803.0,18
520839,1803.0,18
520840,1803.0,18
520841,1803.0,18
520842,1803.0,18
520843,1803.0,18
520844,1803.0,18
520845,1803.0,18
